"X.AUTHID","sent.content","sent_seq_id"
"b'https://channelpartner.blogs.xerox.com/2017/09/11/channel-partners-grade-xerox-best-in-class/'","Channel partners voted for Xerox overwhelmingly and thanks to their support, Xerox came out on top in a big way.",2161
"b'https://channelpartner.blogs.xerox.com/2017/09/11/channel-partners-grade-xerox-best-in-class/'","Channel Partners Grade Xerox Best in Class.",2170
"b'https://channelpartner.blogs.xerox.com/2017/09/11/channel-partners-grade-xerox-best-in-class/'","Charlene Fischer, Vice President of South East Region Field Sales, US Channels Unit, accepts the award on behalf of Xerox In coverage of this most recent win, CRN described Xerox as mainstay of the IT industry, highlighting the changes Xerox has undergone in the last year to make document management technology and managed print services its core focus areas.",2171
"b'https://channelpartner.blogs.xerox.com/2017/09/11/channel-partners-grade-xerox-best-in-class/'","Winners were recognized at a special ceremony during the Channel Company XChange conference, where the award was accepted by Charlene Fischer, Vice President of South East Region Field Sales, US Channels Unit, Xerox.",2172
"b'https://channelpartner.blogs.xerox.com/2017/09/11/channel-partners-grade-xerox-best-in-class/'","To learn more about becoming a Xerox Channel Partner, contact your Xerox account manager, or review the and apply to become a Xerox channel partner today.",2174
"b'https://channelpartner.blogs.xerox.com/2017/09/11/channel-partners-grade-xerox-best-in-class/'","Join our private to connect and discuss topics like these with your peers.",2176
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'",";Nov 04, 2014;, ; / - Xilinx, Inc. (NASDAQ: XLNX) today announced the e of its 20 nm portfolio with shipment of the Kinte UltraScale; KU115 FPGA.",4047
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'","As the flagship of the Kintex UltraScale family, the KU115 offers the highest DSP count available in a single programmable device, doubling the DSP resources previously available.",4048
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'","This DSP-optimized KU115 FPGA targets data center compute acceleration and signal processing applications including data center, video and medical imaging, broadcast systems, and radar.",4049
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'","With the KU115 now shipping to multiple customers, Xilinx has delivered its fourth 20 nm UltraScale device of this portfolio.",4050
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'","The adoption momentum and user feedback of the UltraScale family indicates great value to Xilinx's customers, such as the engineers at Google Maps who have found it helpful in their endeavors to map the world.",4051
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'",";Logo- ; ;The Kintex UltraScale KU115 FPGA is optimized for a full range of DSP-intensive operations ranging from floating point to fi point.",4052
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'","Delivering up to 8,181 GMACs for symmetric filtering applications, the embedded DSP block includes enhancements for high definition video encoding, FEC (forward error correction) and CRC (cyclical redundancy check) for wired communications systems and for complex filtering and arithmetic commonly used in wireless communications and aerospace.",4053
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'","Combined with high level abstraction tools including Vivado; High Level Synthesis and Xilinx's software defined development environment for OpenCL, the family provides a complete solution to minimize compute-bottlenecks when designing and implementing DSP-intensive algorithms.",4055
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'",";#1461;#AAB851; Copyright 2014 Xilinx, Inc. Xilinx, the Xilinx logo, Artix, ISE, Kintex, Spartan, Virtex, Vivado, Zynq, and other designated brands included herein are trademarks of Xilinx in the United States and other countries.",4060
"b'https://www.xilinx.com/news/press/2014/xilinx-expands-20-nm-kintex-ultrascale-portfolio-for-the-most-demanding-data-center-acceleration-video-and-signal-processing-applications.html'","All other trademarks are the property of their respective owners.",4062
"b'https://enterprisematters.blogs.xerox.com/2016/09/07/trusts-seek-control-of-back-office-to-save-nhs-5bn-a-year-by-2020/'","b'With the ambitious plan to save the NHS a year by 2020, the pressure is on trusts to commit to procurement transformation plans that will drive savings and standardize processes, while improving the patient care e. This is no easy feat, but with an aggressive timeline looming, NHS trusts are taking control where they can.",3166
"b'https://enterprisematters.blogs.xerox.com/2016/09/07/trusts-seek-control-of-back-office-to-save-nhs-5bn-a-year-by-2020/'","This alone has delivered: Ruby Dey, Program Management Office (PMO) Manager at Maidstone and Tunbridge Wells NHS Trust, will outline how the trust committed to improving the back office to aid a better patient e and savings at the During her Pop Up University session, Ruby will talk through a chapter in the trust paperlight story, covering its approach, challenges that arose and results that were delivered.",3168
"b'https://enterprisematters.blogs.xerox.com/2016/09/07/trusts-seek-control-of-back-office-to-save-nhs-5bn-a-year-by-2020/'","For a preview, watch at this year HIMSS UK event.",3169
"b'https://enterprisematters.blogs.xerox.com/2016/09/07/trusts-seek-control-of-back-office-to-save-nhs-5bn-a-year-by-2020/'","Xerox is partnering with the NHS in many different areas to make digital transformation happen.",3171
"b'https://enterprisematters.blogs.xerox.com/2016/09/07/trusts-seek-control-of-back-office-to-save-nhs-5bn-a-year-by-2020/'","We helping trusts improve patient safety by digitizing paper medical records, reducing office print volumes and improving document security, as well as printing patient leaflets and forms more efficiently and economically.",3172
"b'https://enterprisematters.blogs.xerox.com/2016/09/07/trusts-seek-control-of-back-office-to-save-nhs-5bn-a-year-by-2020/'","We will be at 81 at Health and Innovation E 2016 talking about the paper-to-digital journey, as well as showing the hybrid mail service which has delivered remarkable results for Maidstone and Tunbridge Wells NHS Trust.",3173
"b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2016/zebra-brings-modern-wifi-to-moscows-gorky-park.html'","b' Moscows Gorky Park has recently deployed a wireless network solution from ; to enable thousands of visitors to the park to simultaneously access wireless connectivity for a first-class visitor e. The new ; infrastructure replaces a legacy network which was failing to meet the latest requirements across the parterre section of the Park and cope with bring-your-own-device (BYOD) demand.",4219
"b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2016/zebra-brings-modern-wifi-to-moscows-gorky-park.html'","These allow visitors to use enterprise-grade Wi-Fi at an almost unlimited speed in both 2.4 and 5 GHz bands through a distributed WiNG architecture which prevents bottlenecks or connection losses.",4222
"b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2016/zebra-brings-modern-wifi-to-moscows-gorky-park.html'","Visitors e seamless high-speed Wi-Fi roaming on a secure network that protects their devices and the entire network from hacking.",4223
"b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2016/zebra-brings-modern-wifi-to-moscows-gorky-park.html'",";The system is also highly scalable, easy to build and maintain; distributed WiNG architecture cuts infrastructure requirements, and a central management tool and analytics platform makes network performance optimization easy to achieve.",4225
"b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2016/zebra-brings-modern-wifi-to-moscows-gorky-park.html'","We have recently deployed a Zebra Technologies wireless network in the Park.",4228
"b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2016/zebra-brings-modern-wifi-to-moscows-gorky-park.html'",";Zebra Technologies helped Gorky Park create an e Wi-Fi e for visitors with our enterprise-grade Wi-Fi solution.",4231
"b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2016/zebra-brings-modern-wifi-to-moscows-gorky-park.html'","The Zebra implementation has enabled the delivery of high-speed Wi-Fi services, offering superior performance as well as seamlessness, speed and security at minimal cost.",4232
"b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2016/zebra-brings-modern-wifi-to-moscows-gorky-park.html'",";Valerie Berrivin; Technologies;+1-33 607 956 184; Technologies, Zebra and the Zebra logo are trademarks or registered trademarks of Zebra Technologies Corporation and are used under license.",4235
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","Your time is often filled with solving problems or preventing new ones before they happen.",65
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","This means we are engaged members of our company and demonstrate passion and pride by leading by e. We recently asked associates across the company to share why they are proud to be a part of the SHC team.",70
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","From online and in-store shopping to home and car repair services integrating with , it is truly a high standard of operation for any company.",74
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","I am lucky to lead a great group of people who are making a positive impact on our business every day they come to work and engage with our clients and business partners.",83
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","I love this corporation cultural beliefs.",85
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","I am proud to be a part of SHC.#ShowPride I am proud to work at Sears Holdings.",89
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","#ShowPride The resilience and determination of our dedicated and engaged associates who are focused on improving our members e make me very proud to be a part of SHC team.",94
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","SHC is comprised of great leaders and team members who strive every day to deliver their best results.",96
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","#Showpride I proud to be part of an organization that is committed to being member-centric and embraces feedback.",98
"b'http://blog.searsholdings.com/inside-shc/why-im-proud-to-be-a-part-of-sears-holdings/'","And Sears strongly supports the military, our communities and many charitable groups like Heroes at Home and March of Dimes.",103
"b'https://digitalprinting.blogs.xerox.com/category/applications/direct-mail/page/3/'","The Direct Marketing Association states the response rate of direct mail is more than 30x higher than that of email.",2762
"b'https://digitalprinting.blogs.xerox.com/category/applications/direct-mail/page/3/'","A recent Xerox Thought Leadership Workshop delved into everything-direct marketing.",2764
"b'https://digitalprinting.blogs.xerox.com/category/applications/direct-mail/page/3/'","Included was a discussion of psychology based marketing and how to trigger the unconscious minds of your consumers, as well as the art and science of selling direct marketing services.",2765
"b'https://digitalprinting.blogs.xerox.com/category/applications/direct-mail/page/3/'","We discuss some of the insight shared in Part I of our recap.",2766
"b'https://digitalprinting.blogs.xerox.com/category/applications/direct-mail/page/3/'","Focusing on one vertical market gave Echo the opportunity to become an e and led to e growth and higher margins.",2769
"b'https://digitalprinting.blogs.xerox.com/category/applications/direct-mail/page/3/'","You provide your customers many benefits through your digital print capabilities, but how can you be sure that your customers of today and tomorrow know about your many other services and offerings?",2770
"b'https://digitalprinting.blogs.xerox.com/category/applications/direct-mail/page/3/'","Recap of Hunkeler Innovationdays 2013 and Xerox presence, including a look at the CiPress Single Engine Duplex and a sneak-peek at the Color 8250 Production Press Written by Dharminder Biharie Development Manager Graphic Communication, The Netherlands Would you like to be helped by a surgeon who flunked out of med school?",2773
"b'https://digitalprinting.blogs.xerox.com/category/applications/direct-mail/page/3/'","I heard many say it not going away anytime soon and my stack of mail from yesterday is enough Written By Joe Schember Marketing, Digital Remember when you were growing up and your parents would tell you that you were special?",2775
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'","b', MD (November 16, 2006) Under Armour, Inc. (NASDAQ: UARM), a leading developer, marketer and distributor of branded performance apparel, footwear and accessories, today announced that it has filed an application to list its securities on the New York Stock E (NYSE).",4406
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'","Until that time, the Company\'s shares will continue to trade on the NASDAQ National Market under the symbol ""UARM"".",4408
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'","""As our brand and our business become more global every day, raising Under Armour\'s visibility in the global financial markets becomes increasingly more important.",4410
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'","In the first year of trading, Under Armour shares have risen 85% from the closing price on the first day of trading.",4413
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'",";""Under Armour is one of the fastest growing brands in the world and a market leader in performance athletic apparel just the type of brand that thrives on the NYSE,"" said NYSE Group, Inc. CEO John A. Thain.",4414
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'","""We are very pleased to welcome Under Armour to our family of listed companies and look forward to an outstanding partnership with the company and its shareholders.""",4415
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'","; Armour (NASDAQ: UARM) is a leading developer, marketer and distributor of branded performance apparel, footwear and accessories.",4416
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'","The Company\'s products are sold worldwide and worn by professional football, baseball, and soccer players, as well as athletes in major collegiate and Olympic sports.",4418
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'","The Under Armour European headquarters is located in Amsterdam\'s Olympic Stadium, and its global headquarters is located in Baltimore, MD.",4419
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'","For further information, please visit the Company\'s website at ;.",4420
"b'https://www.zebra.com/gb/en/about-zebra/newsroom/press-releases/2014/Communicate-to-Shoppers-at-the-Right-Time-with-First-of-its-Kind-Location-Based-Platform-from-Motorola-Solutions.html'","b'This press release was issued by Motorola Solutions Enterprise business prior to its acquisition by Zebra Technologies on Oct. 27, 2014.; With 45% of shoppers already using their mobile devices for mobile coupons, Motorola Solutions, Inc. (NYSE:MSI) is announcing a new unified indoor locationing platform to help organisations better meet the demand for customer engagement.",4139
"b'https://www.zebra.com/gb/en/about-zebra/newsroom/press-releases/2014/Communicate-to-Shoppers-at-the-Right-Time-with-First-of-its-Kind-Location-Based-Platform-from-Motorola-Solutions.html'","Motorolas MPact Platform for Mobile Marketing is the first of its kind to offer both Wi-Fi and Bluetooth Smart technology to engage with shoppers in the aisle when buying decisions are being made.",4140
"b'https://www.zebra.com/gb/en/about-zebra/newsroom/press-releases/2014/Communicate-to-Shoppers-at-the-Right-Time-with-First-of-its-Kind-Location-Based-Platform-from-Motorola-Solutions.html'","The combination of Wi-Fi and Bluetooth Smart technology gives insight and visibility to a shoppers journey in the store while eliminating the need for retailers to deploy, integrate and manage two separate technologies.",4143
"b'https://www.zebra.com/gb/en/about-zebra/newsroom/press-releases/2014/Communicate-to-Shoppers-at-the-Right-Time-with-First-of-its-Kind-Location-Based-Platform-from-Motorola-Solutions.html'",";Motorola is collaborating with four technology vendors to help make MPact an end-to-end locationing solution providing benefits to retailers and customers who opt in.",4144
"b'https://www.zebra.com/gb/en/about-zebra/newsroom/press-releases/2014/Communicate-to-Shoppers-at-the-Right-Time-with-First-of-its-Kind-Location-Based-Platform-from-Motorola-Solutions.html'","; A majority of consumers are already using their smart phones for shopping-related activities.",4149
"b'https://www.zebra.com/gb/en/about-zebra/newsroom/press-releases/2014/Communicate-to-Shoppers-at-the-Right-Time-with-First-of-its-Kind-Location-Based-Platform-from-Motorola-Solutions.html'","The solution can help shoppers request in-store assistance and receive customised offers to their mobile devices at the right time, potentially increasing total sales and providing an optimized shopping e.; Motorola Solutions Wireless LAN; Motorola Solutions Retail; MPact Platform for Mobile Marketing; @MotWireless; Motorola Solutions;Apple and iBeacon are registered trademarks of Apple Computer, Inc. Additional company and product names may be trademarks or registered trademarks of the individual companies and are respectfully acknowledged.",4151
"b'https://www.zebra.com/gb/en/about-zebra/newsroom/press-releases/2014/Communicate-to-Shoppers-at-the-Right-Time-with-First-of-its-Kind-Location-Based-Platform-from-Motorola-Solutions.html'","All other trademarks are the property of their respective owners.",4153
"b'https://www.zebra.com/gb/en/about-zebra/newsroom/press-releases/2014/Communicate-to-Shoppers-at-the-Right-Time-with-First-of-its-Kind-Location-Based-Platform-from-Motorola-Solutions.html'","2014 Motorola Solutions, Inc. All rights reserved; Global; Retail; Solutions Launches; Locationing Solutions; Wireless LAN'",4154
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","b"" MEDINA, Ohio, Dec. 23 /PRNewswire-FirstCall/ - RPM International Inc. (NYSE: RPM) today announced it will release its fiscal 2003 second-quarter and first-half results after the market closes on Thursday, January 9.",4309
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","The call can be accessed by dialing 913-981-5508.",4312
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","Participants are asked to call the assigned number appro 10 minutes before the conference call begins.",4313
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","Only the financial analysts will be permitted to ask questions, while the media and the general public will be in a listen-only mode.",4315
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","The access code is 392850.",4318
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","The call will also be available, both live and replayed, and as a written transcript, via the Internet on the RPM website, at http:/www.rpminc.com .",4319
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","Minimum requirements to listen to the webcasts are at least 28.8 kbps connection to the Internet and Windows Media Player, downloadable free at http:/windowsmedia.com/download/download.asp .",4320
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","RPM International Inc., a holding company, owns subsidiaries that are world leaders in specialty coatings serving both industrial and consumer markets.",4321
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","Industrial products include roofing systems, sealants, corrosion control coatings, flooring coatings and specialty chemicals.",4322
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'","Among its leading ; are;, ; and ;.",4329
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'","She has written for web and print outlets like Cosmopolitan, O, Psychology Today, SELF, Womens Health and Mens Health, among others.",1795
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'","I do walking of 10000 steps every days since last four months.",1809
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",";Great article that compliment Fit Bit users and add to our overall health awareness and tips for improving physical and mental health.",1814
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",";What should we do more often to lower systolic blood pressure if working in stressful environment which has deadlines every alternative days?",1817
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'","I usually average 22,500 steps at least 4 x a week and the other days 12,000 steps.",1818
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'","I have not seen any weight loss yet.",1819
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'","I try to e to my doctor that my high blood pressure is from stress of work and just the outside world since I live in a very congested city but it seems to fall on deaf ears.",1822
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'","Thanks for the comments and the article.",1826
"b'https://blog.fitbit.com/holiday-recovery-how-to-get-back-on-track-after-overindulging/'","Whether you need to re-hydrate after a night with too much champagne, or youve just been eating a lot of sodium, drinking water will help get you back at a good starting point.",1912
"b'https://blog.fitbit.com/holiday-recovery-how-to-get-back-on-track-after-overindulging/'","You dont need to guzzle it, but try having a glass when you wake up, before each meal and snack, and before you go to bed.",1913
"b'https://blog.fitbit.com/holiday-recovery-how-to-get-back-on-track-after-overindulging/'",";If youre planning to start a new workout regimen, or are just picking things back up after a slow season, now is a great time to take a look at what your goals are and reset them if needed.",1914
"b'https://blog.fitbit.com/holiday-recovery-how-to-get-back-on-track-after-overindulging/'","You can set a weight goal or step goals from the tiles on your ;.",1917
"b'https://blog.fitbit.com/holiday-recovery-how-to-get-back-on-track-after-overindulging/'","Try and eat light for a few days after indulging as well, or at least the first day after, to kick-start your recovery.",1920
"b'https://blog.fitbit.com/holiday-recovery-how-to-get-back-on-track-after-overindulging/'",";Maybe youre not up for it today, but get back into your desired workout routine as quickly as possible.",1921
"b'https://blog.fitbit.com/holiday-recovery-how-to-get-back-on-track-after-overindulging/'","If youve taken a break from e, you may not be able to run as far or lift as much as before, so make sure youre careful about finding your limits and working your way back to where you were before so that you dont injure yourself (which could set you back even longer).",1924
"b'https://blog.fitbit.com/holiday-recovery-how-to-get-back-on-track-after-overindulging/'",";Your email address will not be published.",1932
"b'https://blog.fitbit.com/holiday-recovery-how-to-get-back-on-track-after-overindulging/'","Required fields are marked ; ; ; ; your success story with Fitbit. '",1933
"b'https://blog.fitbit.com/fitbit-success-stories-annemarie/'","The doctor told me I had a heart murmur and was pre-diabetic.",1869
"b'https://blog.fitbit.com/fitbit-success-stories-annemarie/'","So I started by getting on my recumbent bike and watching ; at the same time.",1876
"b'https://blog.fitbit.com/fitbit-success-stories-annemarie/'",";Not only did I lose over 206 pounds, but I was finally able to fulfill a lifetime dream;After losing about 16 pounds I joined Weight Watchers for the si time.",1878
"b'https://blog.fitbit.com/fitbit-success-stories-annemarie/'","It was the only program that had ever worked for me and I felt right at home after arriving for my meeting in January of 2011.;I continued to increase my e and began my journey to success.",1879
"b'https://blog.fitbit.com/fitbit-success-stories-annemarie/'","Believe it or not, I ended up wearing it out from all the e. Then I took myself outdoors and starting walking with a Fitbit Flex and tracking my steps.",1884
"b'https://blog.fitbit.com/fitbit-success-stories-annemarie/'",";always wear my Fitbit Flex to keep me motivated to constantly set new goals.",1887
"b'https://blog.fitbit.com/fitbit-success-stories-annemarie/'","It is a pleasant way to wake up and I dont disturb my husband when I get up early to work out.",1893
"b'https://blog.fitbit.com/fitbit-success-stories-annemarie/'",";I still attend my meetings to keep me on track, and always wear my Fitbit Flex to keep me motivated to constantly set new goals.",1899
"b'https://blog.fitbit.com/fitbit-success-stories-annemarie/'",";Your email address will not be published.",1906
"b'https://digitalprinting.blogs.xerox.com/category/business-objectives/grow-your-business-business-objectives/page/5/'","The world of publishing is changing.",2781
"b'https://digitalprinting.blogs.xerox.com/category/business-objectives/grow-your-business-business-objectives/page/5/'","See how the newly launched Xerox FreeFlow Digital Publisher can help you seamlessly create a digital revenue stream.",2784
"b'https://digitalprinting.blogs.xerox.com/category/business-objectives/grow-your-business-business-objectives/page/5/'","Howie Fenton describes 3 ways print service providers can add marketing strategies, including planning processes, -based approaches and -based evolution.",2785
"b'https://digitalprinting.blogs.xerox.com/category/business-objectives/grow-your-business-business-objectives/page/5/'","See, hear and feel the power of video personalization first-hand, and gain an appreciation for how it can transform your company into one of the best.",2791
"b'https://digitalprinting.blogs.xerox.com/category/business-objectives/grow-your-business-business-objectives/page/5/'","The Global Industry Analysts Inc projects the nutraceutical industry will be worth $450 Billion by 2015.",2792
"b'https://digitalprinting.blogs.xerox.com/category/business-objectives/grow-your-business-business-objectives/page/5/'","Read about the opportunities enabled through digital packaging with the Xerox Automated Packaging Solution and Xerox iGen4 Digital Press.",2794
"b'https://digitalprinting.blogs.xerox.com/category/business-objectives/grow-your-business-business-objectives/page/5/'","See how the Xerox Color 8250 Production Printer helped to create new workflows and open new opportunities.",2805
"b'https://digitalprinting.blogs.xerox.com/category/business-objectives/grow-your-business-business-objectives/page/5/'","Typically the right of first refusal for an inplant printer means that all the work goes to the inplant and they decide which work they will do, based on how busy they are and how their charges compare and decide if they going to do the work themselves or outsource the work.",2806
"b'https://digitalprinting.blogs.xerox.com/category/business-objectives/grow-your-business-business-objectives/page/5/'","Select list(s): jjackson says: jjackson says: Riaz says: Facebook Twitter Google +1 LinkedIn Youtube Select list(s): 2017 Xerox Corporation.",2808
"b'https://connect.blogs.xerox.com/2017/08/02/5-lessons-from-my-internship/'","I spend my time designing variable data templates, alongside another intern, Cameron Czadzeck.",2592
"b'https://connect.blogs.xerox.com/2017/08/02/5-lessons-from-my-internship/'","I was asked to give some advice to ne year interns, and there is so much to talk about.",2593
"b'https://connect.blogs.xerox.com/2017/08/02/5-lessons-from-my-internship/'","There is absolutely nothing wrong with this.",2597
"b'https://connect.blogs.xerox.com/2017/08/02/5-lessons-from-my-internship/'","Not everything can be achieved, so you have no reason to overwork yourself and rush into disappointment when things don go perfectly the first time and they won perfectly well the first time, but hey, you fle.",2601
"b'https://connect.blogs.xerox.com/2017/08/02/5-lessons-from-my-internship/'","This group matched me (and other interns) with Xerox employees who have one to 10 years of e, and who work outside our departments.",2608
"b'https://connect.blogs.xerox.com/2017/08/02/5-lessons-from-my-internship/'","You an intern, not a mind reader if you don know what your goal on a project should be, talk with your manager or a coworker about your concerns.",2618
"b'https://connect.blogs.xerox.com/2017/08/02/5-lessons-from-my-internship/'","People who work at Xerox will respect your honesty, whether or not you know e what e you are seeking.",2622
"b'https://connect.blogs.xerox.com/2017/08/02/5-lessons-from-my-internship/'","Mar 31, 2017 Apr 10, 2017 May 08, 2017 Jun 12, 2017 Select list(s): Facebook Twitter Google +1 LinkedIn Youtube Select list(s): 2017 Xerox Corporation.",2626
"b'https://connect.blogs.xerox.com/2017/08/02/5-lessons-from-my-internship/'","Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",2627
"b'https://enterprisematters.blogs.xerox.com/2015/11/02/is-paper-stifling-healthcare-efficiency/'","b'For healthcare to work better, clinicians need the latest information at their fingertips and all in one place, whether that historical notes, appointment times or patient prescriptions.",3135
"b'https://enterprisematters.blogs.xerox.com/2015/11/02/is-paper-stifling-healthcare-efficiency/'",", the UK largest digital health show begins on 3rd November and an audience of eHealth professionals will be attending to tackle the big industry issues, including NHS digital future.",3136
"b'https://enterprisematters.blogs.xerox.com/2015/11/02/is-paper-stifling-healthcare-efficiency/'","The Department of Health has been pushing for the NHS to go paperless for years; a transition which will improve health services across the board, achieve billions in savings and help meet the challenges presented by our aging population.",3138
"b'https://enterprisematters.blogs.xerox.com/2015/11/02/is-paper-stifling-healthcare-efficiency/'","is working with the NHS to address this and is attending EHI Live to showcase what is possible.",3139
"b'https://enterprisematters.blogs.xerox.com/2015/11/02/is-paper-stifling-healthcare-efficiency/'","In pursuit of the vision of a paperless NHS, partnered with Xerox to digitise its records management processes and has already scanned over 81 million pages to provide digital and mobile friendly access to information across its clinics and admissions centres.",3140
"b'https://enterprisematters.blogs.xerox.com/2015/11/02/is-paper-stifling-healthcare-efficiency/'","By eliminating the need to search for physical records in cabinets, the new system is saving hours every week for health workers, allowing them to focus their efforts on patient care and make more informed decisions.",3142
"b'https://enterprisematters.blogs.xerox.com/2015/11/02/is-paper-stifling-healthcare-efficiency/'","As part of a stimulating programme of sessions, other key figures are presenting at the event, including NHS England Beverley Bryant, (Director of Digital Technology) and Tim Kelsey, (National Director of Patients and Information).",3143
"b'https://enterprisematters.blogs.xerox.com/2015/11/02/is-paper-stifling-healthcare-efficiency/'","EHI Live is a key opportunity to address future use of information in healthcare.",3144
"b'https://www.citrix.com/blogs/2017/02/06/citrix-service-provider-keynote-and-award-winners-summit-2017/'",";At our Citrix Service Provider keynote, ;, provided a recap of 2016 and how the year was focused on building momentum and shared our 2017 priorities to ;.",3590
"b'https://www.citrix.com/blogs/2017/02/06/citrix-service-provider-keynote-and-award-winners-summit-2017/'",";This keynote included an overview of our 2017 commitment to you, which encompasses key areas of the business: the CSP program will continue to count toward medallion tiers, there will be additional partner marketing programs to help you acquire users, enhanced business and technical enablement tools and our renewed commitment to release new products for CSPs.",3591
"b'https://www.citrix.com/blogs/2017/02/06/citrix-service-provider-keynote-and-award-winners-summit-2017/'",";Atthe keynote, we were joined byJesse Lipson, Corporate Vice President and General Manager, Cloud Services, who provided a valuable market update an in-depth view of the upcoming product offerings for our Service Provider community.",3593
"b'https://www.citrix.com/blogs/2017/02/06/citrix-service-provider-keynote-and-award-winners-summit-2017/'","This year we added an award category ; to fully recognize all of the unique partners that e in our Service Provider ecosystem.",3595
