"X.AUTHID","sent_seq_id","binLabelScr","WhetherNeg","NegScr","target_entities","target_ent_size","spec_domain","binScrLevel0","binScrLevel1","binScrLevel2","whetherCentral","sent_rec_scr","sent.content"
"b'http://newsroom.lufthansagroup.com/english/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",1659,0.2,0,0,"['travel e', 'passengers', 'Fields', 'You']",4,"lufthansagroup",1,0,0,1,4,";(1);EN;Lufthansa A350-900 Take off on a new digital travel e promotes German-Chinese cultural e.5 million passengers flew with the Lufthansa Group Airlines in August;Star Alliance launches Connection Service at Chicago OHare;of;MORE INFO;DOWNLOAD;Media Cart;MORE INFO;DOWNLOAD;Media Cart;SHARE;MORE INFO;DOWNLOAD;Media Cart;MORE INFO;DOWNLOAD;Media Cart;SHARE;ID:;ID:; (All Fields Required) ;You must complete additional steps or remove assets to resume downloading."
"b'http://newsroom.lufthansagroup.com/english/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",1660,0.4,0,0,"Fields",1,"lufthansagroup",1,0,0,1,4,"; (All Fields Required) ;Your Media Cart has been sent to:;You must enable cookies in your browser to use the Media Cart feature."
"b'http://newsroom.lufthansagroup.com/english/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",1662,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; '"
"b'http://newsroom.lufthansagroup.com/english/press-releases/lufthansa-a350-900-lands-in-delhi-with-a-donation-in-its-luggage/s/b420a2b6-1f4c-4a52-879d-4e3e5a71b33b'",1611,0.4,0,0,"member",1,"lufthansagroup",1,0,0,1,4,"On flight LH762 on 14 February, the youngest member of the fleet also had a special surprise on board: a donation cheque from help alliance for over 30,000 euros for the Sunshine"" education project in Delhi."
"b'http://newsroom.lufthansagroup.com/english/press-releases/lufthansa-a350-900-lands-in-delhi-with-a-donation-in-its-luggage/s/b420a2b6-1f4c-4a52-879d-4e3e5a71b33b'",1636,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; '"
"b'http://newsroom.lufthansagroup.com/english/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",1671,0.6,1,0.239,"satellite",1,"lufthansagroup",0,1,0,0,5,";The satellite has no direct landside transportation links."
"b'http://newsroom.lufthansagroup.com/english/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",1686,0.4,1,0.121,"items",1,"lufthansagroup",1,0,0,0,5,"; Some items have been removed from your Media Cart because they are no longer available or e. ; """
"b'http://performance.ford.com/series/drag-racing/news/articles/cobra-jet/2017/06/watson-wins-nhra-showdown.html'",1693,0.4,1,0.078,"driver",1,"ford",1,0,0,0,5,"The 70-year-old driver made it to the final in Gainesville and he lost in the semi-finals in Charlotte after qualifying on the pole, both times to David Barton."
"b'http://performance.ford.com/series/drag-racing/news/articles/cobra-jet/2017/06/watson-wins-nhra-showdown.html'",1697,0.4,1,0.157,"(No subject)",0,"ford",1,0,0,0,5,"Barton had spun badly in the First round, but his opponent redlighted."
"b'http://performance.ford.com/series/drag-racing/news/articles/cobra-jet/2017/06/watson-wins-nhra-showdown.html'",1703,0.4,1,0.375,"they",1,"ford",1,0,0,0,5,"a tough competitor, as tough as they come."
"b'http://performance.ford.com/series/drag-racing/news/articles/cobra-jet/2017/06/watson-wins-nhra-showdown.html'",1707,0.6,1,0.216,"(No subject)",0,"ford",0,1,0,0,5,"There no drama, the car just goes, Watson said."
"b'http://performance.ford.com/series/drag-racing/news/articles/cobra-jet/2017/06/watson-wins-nhra-showdown.html'",1708,0.6,1,0.438,"car",1,"ford",0,1,0,0,5,"had the wrong converter in Gainesville and the car was violent."
"b'http://performance.ford.com/series/drag-racing/news/articles/cobra-jet/2017/06/watson-wins-nhra-showdown.html'",1711,0.8,1,0.095,"(No subject)",0,"ford",0,0,1,0,5,"He returned in the 1990s with one of the first modular-powered drag cars and ran mostly local Ford-based events."
"b'http://performance.ford.com/series/drag-racing/news/articles/cobra-jet/2017/06/watson-wins-nhra-showdown.html'",1712,0.4,1,0.048,"(No subject)",0,"ford",1,0,0,0,5,"Watson took another hiatus from drag racing, but returned about three years ago when his son, Chuck Jr. and the team at Watson racing secretly built him a 2014 Cobra Jet."
"b'http://performance.ford.com/series/drag-racing/news/articles/cobra-jet/2017/06/watson-wins-nhra-showdown.html'",1720,0.4,1,0.105,"['engine builder', 'me', 'I']",3,"ford",1,0,0,0,5,"My engine builder, Kim Mapes, helped me get rid of distractions, plus I working on the Port-A-Tree practice tree."
"b'http://pressreleases.davita.com/2013-11-25-DaVita-HealthCare-Partners-Inc-Comments-on-the-Final-CMS-ESRD-Rates-and-Provides-Initial-2014-Operating-Income-Guidance'",1728,0.8,1,0.099,"(No subject)",0,"davita",0,0,1,0,5,"This could unfairly result in cuts of nearly treatment over a three to four year period by looking only at pharmaceutical economics."
"b'http://pressreleases.davita.com/2013-11-25-DaVita-HealthCare-Partners-Inc-Comments-on-the-Final-CMS-ESRD-Rates-and-Provides-Initial-2014-Operating-Income-Guidance'",1730,0.4,1,0.138,"['we', 'CMS', 'CMS']",3,"davita",1,0,0,3,6,"In addition, we get to work with CMS on trying to mitigate future cuts, and CMS has a number of appropriate reimbursement levers to pull to offset cuts a few years out if it chooses to do so, since already fails to cover the full cost of caring for ."
"b'http://pressreleases.davita.com/2013-11-25-DaVita-HealthCare-Partners-Inc-Comments-on-the-Final-CMS-ESRD-Rates-and-Provides-Initial-2014-Operating-Income-Guidance'",1732,0.4,0,0,"company",1,"davita",1,0,0,1,4,"The company e 2014 operating income for our dialysis services and related ancillary business to be in the range of ."
"b'http://pressreleases.davita.com/2013-11-25-DaVita-HealthCare-Partners-Inc-Comments-on-the-Final-CMS-ESRD-Rates-and-Provides-Initial-2014-Operating-Income-Guidance'",1736,0.4,1,0.159,"['projections', 'risks']",2,"davita",1,0,0,0,5,"These projections and the underlying assumptions involve significant risks and uncertainties, including those described below and actual results may vary significantly from these current projections."
"b'http://pressreleases.davita.com/2013-11-25-DaVita-HealthCare-Partners-Inc-Comments-on-the-Final-CMS-ESRD-Rates-and-Provides-Initial-2014-Operating-Income-Guidance'",1744,0.4,1,0.306,"(No subject)",0,"davita",1,0,0,0,5,"There will be no telephone replay."
"b'http://pressreleases.davita.com/2013-11-25-DaVita-HealthCare-Partners-Inc-Comments-on-the-Final-CMS-ESRD-Rates-and-Provides-Initial-2014-Operating-Income-Guidance'",1746,0.6,1,0.125,"CMS",1,"davita",0,1,0,1,6,"DaVita is a leading provider of kidney care in , delivering dialysis services to patients with chronic kidney failure and end stage renal disease."
"b'http://rhelblog.redhat.com/2016/10/05/kvmforum/'",1755,0.4,1,0.197,"Containers",1,"redhat",1,0,0,0,5,"Containers do not provide the same level of isolation as virtual machines."
"b'http://rhelblog.redhat.com/2016/10/05/kvmforum/'",1760,0.8,1,0.403,"Cgroups",1,"redhat",0,0,1,0,5,"Cgroups and namespaces provides isolation."
"b'http://rhelblog.redhat.com/2016/10/05/kvmforum/'",1761,0.6,1,0.134,"(No subject)",0,"redhat",0,1,0,0,5,"For environments where high security or guaranteed performance is required, this is not a sufficient level of isolation."
"b'http://rhelblog.redhat.com/2016/10/05/kvmforum/'",1763,0.8,1,0.184,"(No subject)",0,"redhat",0,0,1,0,5,"Because of the light level of isolation, containers can be deployed very quickly."
"b'http://rhelblog.redhat.com/2016/10/05/kvmforum/'",1764,0.8,1,0.071,"['we', 'we']",2,"redhat",0,0,1,2,6,"Rather than provisioning an entire virtual server and installing an operating system, when deploying a container we need only define the container parameters and download any libraries we might be missing."
"b'http://rhelblog.redhat.com/2016/10/05/kvmforum/'",1778,0.6,1,0.169,"(No subject)",0,"redhat",0,1,0,0,5,"Im sure submitting patches can be frustrating at times as with any large project."
"b'http://searsholdings.com/press-releases/pr/1449'",2925,0.4,1,0.206,"(No subject)",0,"searsholdings",1,0,0,0,5,"That\'s why a little preventive maintenance now can help avoid service disruptions later this summer, when customers need it."
"b'http://searsholdings.com/press-releases/pr/1449'",2933,0.2,0,0,"Customers",1,"searsholdings",1,0,0,1,4,"Customers can call 1-800-4-MY-HOME or visit www.sears.com for full details on offers, zero percent financing or to schedule an in-home service appointment or request a free in-home estimate with a cooling specialist for a new or replacement system."
"b'http://searsholdings.com/press-releases/pr/1449'",2935,0.2,1,0.091,"Sears",1,"searsholdings",1,0,0,1,6,"Sears has more than 10,000 in-home service technicians skilled at repairing every ajor brand of cooling systems, no matter where they were purchased."
"b'http://searsholdings.com/press-releases/pr/1449'",2939,0.2,0,0,"['Sears', 'it']",2,"searsholdings",1,0,0,1,4,"Only Sears has the ability to offer Carrier and Kenmore products through one of the nation\'s largest HVAC sales organizations, giving customers more reason to rely on Sears when it comes to outfitting their homes and families."
"b'http://searsholdings.com/press-releases/pr/1449'",2941,0.2,1,0.079,"cooling system Sears",1,"searsholdings",1,0,0,0,5,"Every heating and cooling system Sears sells is covered by a full one-year written limited warranty on installation with manufacturer\'s warranties on the products."
"b'http://searsholdings.com/press-releases/pr/1461'",2946,0.4,0,0,"['NYSE']",1,"searsholdings",1,0,0,1,4,"b'Sears, Roebuck and Co. (NYSE: S) today announced total domestic store revenues for the four weeks ended February 1, 2003 were $1.6 billion, a 6.3 percent decrease compared with the four weeks ended February 2, 2002."
"b'http://searsholdings.com/press-releases/pr/1461'",2948,0.4,1,0.054,"January sales",1,"searsholdings",1,0,0,0,5,"Within the full-line stores, January sales were below the prior year, particularly in home electronics and the categories affected by business e, such as home fashions and home decor."
"b'http://searsholdings.com/press-releases/pr/1461'",2959,0.2,0,0,"['Sears', 'End clothing']",2,"searsholdings",1,0,0,1,4,"In June 2002, Sears acquired Lands\' End, a direct merchant of traditionally styled, classic Lands\' End clothing offered to customers around the world through regular mailings of its specialty catalogs and online at www.landsend.com ."
"b'http://searsholdings.com/press-releases/pr/1760'",2979,0.2,1,0.073,"(No subject)",0,"searsholdings",1,0,0,0,5,"""Whether its push mowers, riding mowers or any other piece of lawn and garden equipment, Sears specially trained technicians service the product, no matter where the customer bought it."""
"b'http://searsholdings.com/press-releases/pr/1760'",2983,0.2,0,0.051,"customer",1,"searsholdings",1,0,0,1,4,"Sears repair specialists are trained through the Sears Technological Institute, the first fully accredited educational institution of its kind in the U.S. Technicians make over 200,000 in-home repair visits per week and service most major brands no matter where the customer purchased the product."
"b'http://searsholdings.com/press-releases/pr/1772'",2989,0.2,0,0,"['consumers']",1,"searsholdings",1,0,0,1,4,"By going to beginning March 4 through March 31, consumers will have a chance to enter and win $10,000 in products and services from Sears HomeCentral as well as take advantage of special savings in home improvement areas such as: ""This is the first year for the \'Spring Fix-Up\' promotion."
"b'http://searsholdings.com/press-releases/pr/1772'",2991,0.2,0,0,"we",1,"searsholdings",1,0,0,1,4,"""By offering an opportunity online to win a prize, we can help families in a very tangible way."""
"b'http://searsholdings.com/press-releases/pr/1772'",2999,0.2,0,0,"['we', 'consumers', ""b'Sears HomeCentral""]",3,"searsholdings",1,0,0,1,4,"""And, we want consumers to remember that Sears HomeCentral is the one central source for all their home service needs."""
"b'http://searsholdings.com/press-releases/pr/1772'",3003,0.2,0,0.088,"['Sears', 'Sears repair specialists', 'customer']",3,"searsholdings",1,0,0,2,4,"Sears repair specialists service most major brands of appliance, lawn or home entertainment product no matter where the customer purchased the product."
"b'http://searsholdings.com/press-releases/pr/1777'",3015,0.2,1,0.13,"['process', 'Hassey']",2,"searsholdings",1,0,0,0,5,"""Our deep-cleaning, clean-rinsing, dual-step process thoroughly removes cleaning agents and dirt from carpet and upholstery,"" said Hassey."
"b'http://searsholdings.com/press-releases/pr/1777'",3025,0.2,1,0.158,"(No subject)",0,"searsholdings",1,0,0,0,5,"Sears technicians service most major brands no matter where the customer purchased the product."
"b'http://searsholdings.com/press-releases/pr/1973'",3036,0.4,0,0,"['We']",1,"searsholdings",1,0,0,1,4,"""We couldn\'t be more e to reward those who go above and beyond to wear their fandom on their sleeve."
"b'http://searsholdings.com/press-releases/pr/1973'",3038,0.4,1,0.042,"DieHard brand",1,"searsholdings",1,0,0,1,6,"For nearly 50 years, the DieHard brand has been equally fanatical about its products, providing durability and the highest performance to power our customers\' lives, even under the toughest of conditions."""
"b'http://searsholdings.com/press-releases/pr/1973'",3039,0.4,0,0,"['DieHard brand', 'public']",2,"searsholdings",1,0,0,1,4,"From June through December, the DieHard brand will host seven separate fan contests one per month and will select 10 finalists each month for whom the public will cast their vote."
"b'http://searsholdings.com/press-releases/pr/1973'",3047,0.4,1,0.048,"['e room']",1,"searsholdings",1,0,0,0,5,"Featuring a revolutionary tough, thin-walled case of translucent polypropylene plastic, which was 50 percent thinner than conventional black rubber-type battery enclosures, the design\'s e room meant bigger plates, more acid and e starting power."
"b'http://searsholdings.com/press-releases/pr/1973'",3049,0.4,1,0.283,"(No subject)",0,"searsholdings",1,0,0,0,5,"See more DieHard history and compelling ""Battery Torture"" Video at ."
"b'http://searsholdings.com/press-releases/pr/1997'",3055,0.2,0,0,"['Sears', 'President']",2,"searsholdings",1,0,0,1,4,"Sears also introduced limited-edition products for the holiday season that give back to Heroes at Home with every purchase, including: ""Taking care of our veterans is paramount, especially their safety, health and mobility,"" said , President and CEO of Rebuilding Together."
"b'http://searsholdings.com/press-releases/pr/1997'",3057,0.4,0,0,"Sears",1,"searsholdings",1,0,0,1,4,"Year-round, Sears offers active, reserve or retired military personnel or military spouses 20 percent off regular-priced (five percent off sale-priced) tools and lawn and garden products, with a valid military ID or military spouse ID."
"b'http://searsholdings.com/press-releases/pr/1997'",3058,0.4,0,0,"['Sears', 'Sears']",2,"searsholdings",1,0,0,2,4,"Sears also announced a bonus for shoppers planning ahead for and Black Friday: For the first time, Sears will release its highly anticipated Black Friday ad first to Shop Your Way members via the Sears mobile app."
"b'http://searsholdings.com/press-releases/pr/531'",3068,0.4,0,0.09,"Kmart",1,"searsholdings",1,0,0,1,4,"b'HOFFMAN ESTATES, Ill., March 1, 2011 - For the 28th year, Kmart is collaborating with the March of Dimes to raise funds to help improve the health of babies by preventing birth defects, premature birth and infant mortality."
"b'http://searsholdings.com/press-releases/pr/531'",3070,0.4,0,0.057,"Kmart",1,"searsholdings",1,0,0,1,4,"In its continued support, Kmart encourages its customers and associates to once again join March of Dimes in its efforts to lower premature births and provide one better start at a time."
"b'http://searsholdings.com/press-releases/pr/531'",3087,0.4,1,0.113,"March",1,"searsholdings",1,0,0,0,5,"With chapters nationwide and its premier event, March for Babies, the March of Dimes works to improve the health of babies by preventing birth defects, premature birth and infant mortality."
"b'http://www.mastec.com/press-release/1799/1/MasTec-Announces-Significantly-Expanded-Bank-Credit-Facility.aspx'",4273,0.2,0,0,"['NYSE', 'NYSE']",2,"mastec",1,0,0,2,4,"b'August 24, 2011;CORAL GABLES, Fla., Aug. 24, 2011 /PRNewswire via COMTEX/ -;MasTec, Inc. (NYSE: MTZ) today announced that it has entered into an agreement with a syndicate of 14 lenders, led by Bank of America, N.A., GE Capital Markets, Inc. and Sun Trust Robinson Humphrey, Inc., for an amended and restated senior secured revolving credit facility."
"b'http://www.mastec.com/press-release/1799/1/MasTec-Announces-Significantly-Expanded-Bank-Credit-Facility.aspx'",4276,0,0,0,"['MasTec', 'E Vice President', 'We', 'MasTec']",4,"mastec",1,0,0,3,4,"As of ;, MasTec had appro ; in outstanding loans and ; in letters of credit under the amended credit facility., MasTec\'s E Vice President and Chief Financial Officer, noted, ""We view the e and amended bank credit facility as a good reflection of the progress that MasTec has made in recent years."
"b'http://www.mastec.com/press-release/1799/1/MasTec-Announces-Significantly-Expanded-Bank-Credit-Facility.aspx'",4281,0.2,0,0,"['credit facility', 'We']",2,"mastec",1,0,0,1,4,"While our previous credit facility did not e until May, 2013, we decided to e and e our credit facility now to take advantage of a very attractive banking market for companies like MasTec."
"b'http://www.mastec.com/press-release/1799/1/MasTec-Announces-Significantly-Expanded-Bank-Credit-Facility.aspx'",4285,0.4,0,0,"customers",1,"mastec",1,0,0,1,4,"MasTec\'s customers are in the following industries: utilities (including wind farms, solar farms and other renewable energy, natural gas gathering systems and pipeline infrastructure), communications (including wired and wireless telephony and satellite television) and government (including water, sewer and other utility and communications work on military bases)."
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476621'",4299,0.4,0,0,"['RPM International Inc.']",1,"rpminc",1,0,0,1,4,"; RPM International Inc., a holding company, owns subsidiaries that are world leaders in specialty coatings serving both industrial and consumer markets."
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476621'",4300,0.4,0,0,"products",1,"rpminc",1,0,0,1,4,"RPM's industrial products include roofing systems, sealants, corrosion control coatings, flooring coatings and specialty chemicals."
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476621'",4304,0.4,0,0,"['RPM International Inc.', 'NYSE']",2,"rpminc",1,0,0,2,4,";RPM International Inc. (NYSE: RPM) owns subsidiaries that are world leaders in coatings, sealants, building materials and related services."
"b'http://www.rpminc.com/news-releases/news-release/?reqid=476683'",4321,0.4,0,0,"['RPM International Inc.']",1,"rpminc",1,0,0,1,4,"RPM International Inc., a holding company, owns subsidiaries that are world leaders in specialty coatings serving both industrial and consumer markets."
"b'http://www.rpminc.com/news-releases/news-release/?reqid=688001'",4348,0.4,0,0,"['NYSE']",1,"rpminc",1,0,0,1,4,"CONTACT: Glenn R. Hasman, vice president of finance and communications of International Inc., +1-330-273-8820, or ghasman@rpminc.com;RPM International Inc. (NYSE: RPM) owns subsidiaries that are world leaders in coatings, sealants, building materials and related services."
"b'http://www.shell.com/media/speeches-and-articles/articles-by-date/why-im-left-humbled-by-hurricane-harvey.html'",4353,0.4,1,0.114,"b'Shell CEO Ben van Beurden",1,"shell",1,0,0,0,5,"b'Shell CEO Ben van Beurden reflects on thecourage and determination shown by all those caught in the trail of Harvey\'s devastation."
"b'http://www.shell.com/media/speeches-and-articles/articles-by-date/why-im-left-humbled-by-hurricane-harvey.html'",4357,0.4,1,0.081,"['I', 'situation', 'I', 'I', 'Te']",5,"shell",1,0,0,0,5,"And, as CEO, I very quickly realised the situation was turning into something far more profound than I could have ever e.;Like most of you, I watched the footage on the television news and saw how Te were suffering."
"b'http://www.shell.com/media/speeches-and-articles/articles-by-date/why-im-left-humbled-by-hurricane-harvey.html'",4367,0.4,1,0.099,"(No subject)",0,"shell",1,0,0,0,5,";These are the same staff who were worried that they wouldn\'t have enough food to last until the flooding fell back."
"b'http://www.shell.com/media/speeches-and-articles/articles-by-date/why-im-left-humbled-by-hurricane-harvey.html'",4368,0.6,1,0.211,"(No subject)",0,"shell",0,1,0,0,5,"filling up their baths with water in fear of their supply becoming contaminated."
"b'http://www.shell.com/media/speeches-and-articles/articles-by-date/why-im-left-humbled-by-hurricane-harvey.html'",4369,0.4,1,0.221,"(No subject)",0,"shell",1,0,0,0,5,"printing off basic human survival checklists and advice to be ready for the very worst."
"b'http://www.shell.com/media/speeches-and-articles/articles-by-date/why-im-left-humbled-by-hurricane-harvey.html'",4373,0.4,1,0.251,"['her']",1,"shell",1,0,0,0,5,"so she abandoned her home and took her husband and children to assist the Shell crisis team that had set up in another city."
"b'http://www.shell.com/media/speeches-and-articles/articles-by-date/why-im-left-humbled-by-hurricane-harvey.html'",4379,0.4,1,0.176,"['I', 'I']",2,"shell",1,0,0,0,5,";I have never been more proud of the company that I work for than today."
"b'http://www.shell.com/media/speeches-and-articles/articles-by-date/why-im-left-humbled-by-hurricane-harvey.html'",4384,0.4,0,0,"['It', 'We']",2,"shell",1,0,0,1,4,";It is the least we can do."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=195603'",4391,0.2,1,0.068,"['customers', 'company', 'company']",3,"uabiz",1,0,0,3,6,"For each pre-order, customers will receive a limited edition set of ""dog tags"" imprinted with ""Click-Clack,"" the tagline the company has coined to announce its debut into cleats."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=195603'",4392,0.4,0,0,"['we', 'performance', 'Kevin Plank']",3,"uabiz",1,0,0,2,4,";""With the launch of Under Armour Performance Footwear, we are redefining what performance means to athletes on the field from head to toe,"" commented Kevin Plank, chairman, chief e officer and president of Under Armour."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=195603'",4401,0.4,1,0.091,"(No subject)",0,"uabiz",1,0,0,0,5,"The Company\'s products are worn by professional football, baseball, and soccer players, as well as athletes in major collegiate and Olympic sports."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'",4416,0.4,0,0,"Armour",1,"uabiz",1,0,0,1,4,"; Armour (NASDAQ: UARM) is a leading developer, marketer and distributor of branded performance apparel, footwear and accessories."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=218849'",4418,0.4,1,0.081,"(No subject)",0,"uabiz",1,0,0,0,5,"The Company\'s products are sold worldwide and worn by professional football, baseball, and soccer players, as well as athletes in major collegiate and Olympic sports."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=327270'",4422,0.4,0,0,"['NYSE', 'Anthony']",2,"uabiz",1,0,0,1,4,"b'Baltimore, MD (August 7, 2008) Under Armour, Inc. (NYSE: UA) today announced that Anthony ""Tony"" Deering, former Chairman of the Board and Chief E Officer of The Rouse Company, has joined the Company\'s board of directors."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=327270'",4425,0.2,0,0,"['Armour', 'Kevin Plank']",2,"uabiz",1,0,0,2,4,";""As a growth company, Under Armour can benefit greatly from Tony\'s insight and e,"" said Kevin Plank, Under Armour\'s CEO and Chairman."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=327270'",4434,0.4,1,0.088,"(No subject)",0,"uabiz",1,0,0,0,5,"The Company\'s products are sold worldwide and worn by athletes at all levels, from youth to professional, on playing fields around the globe."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=327270'",4435,0.4,0,0,"headquarters",1,"uabiz",1,0,0,1,4,"The Under Armour global headquarters is in Baltimore, Maryland, with European headquarters in Amsterdam\'s Olympic Stadium, and additional offices in Denver, Hong Kong, Toronto, and Guangzhou, China."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=603418'",4441,0.2,0,0,"Kip Fulks",1,"uabiz",1,0,0,1,4,"As part of a series of moves designed to enhance Under Armour\'s management team and to optimize the growth of the Brand, Under Armour veteran, Kip Fulks has assumed additional responsibilities and has been appointed Chief Operating Officer, effective immediately.;Mr."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=603418'",4443,0.4,0,0,"Kip Fulks",1,"uabiz",1,0,0,1,4,"As COO, Mr. Fulks will continue to oversee the design and development of the companys products, and will add to his responsibilities the oversight of the companys sourcing and information technology areas."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=603418'",4449,0.4,1,0.113,"we",1,"uabiz",1,0,0,1,6,"We will be searching for a newly created position of Chief Supply Chain Officer to lead that critical function."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=603418'",4460,0.4,1,0.088,"(No subject)",0,"uabiz",1,0,0,0,5,"The Company\'s products are sold worldwide and worn by athletes at all levels, from youth to professional, on playing fields around the globe."
"b'http://www.uabiz.com/news/releasedetail.cfm?releaseid=936248'",4488,0.4,0,0,"['Mr. Dickerson', 'Armour']",2,"uabiz",1,0,0,1,4,"Dickerson will remain with Under Armour until February 2016 in order to ensure a smooth transition of leadership and responsibilities, and will continue to serve in his current roles while Under Armour conducts an e search for a new CFO."
"b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=945947'",4511,0.4,0,0,"our",1,"uabiz",1,0,0,1,4,"We are e to be home to the company\'s newest operations and look forward to building upon our partnership."
"b'http://www.wholefoodsmarket.com/blog/everybody-wins-citrus-showdown'",4521,0.8,1,0.264,"(No subject)",0,"wholefoodsmarket",0,0,1,0,5,"but it also becoming the coldest and darkest time of the year too."
"b'http://www.wholefoodsmarket.com/blog/everybody-wins-citrus-showdown'",4525,0.8,1,0.124,"['You', 'it']",2,"wholefoodsmarket",0,0,1,0,5,"You could say it not only brightens your dishes but your days."
"b'http://www.wholefoodsmarket.com/blog/simple-summer-sprouts-giveaway'",4564,0.8,1,0.466,"(No subject)",0,"wholefoodsmarket",0,0,1,0,5,"They don need soil, so there no mess."
"b'http://www.wholefoodsmarket.com/blog/simple-summer-sprouts-giveaway'",4572,0.8,1,0.026,"['bunch', 'seeds Toss']",2,"wholefoodsmarket",0,0,1,0,5,"1 bunch Lacinato kale, chopped, stems and tough ribs removed , chopped (grow your own with ) 1/4 cup e-virgin olive oil 1 teaspoon salt 1/4 cup toasted sesame oil 1/4 cup cider vinegar 1 cup 1 small fennel bulb, thinly sliced (grow your own with ) 1/2 cup toasted sunflower seeds Toss together chopped kale, olive oil, and salt in large salad bowl."
"b'http://www.wholefoodsmarket.com/blog/whole-story/local-producer-epicurean-butter'",4624,0.8,1,0.286,"(No subject)",0,"wholefoodsmarket",0,0,1,0,5,"Is your steak feeling a little lonely?"
"b'http://www.wholefoodsmarket.com/blog/whole-story/local-producer-epicurean-butter'",4627,0.8,1,0.146,"Orange Honey Butter",1,"wholefoodsmarket",0,0,1,0,5,"Some Orange Honey Butter should do the trick."
"b'http://www.wholefoodsmarket.com/blog/whole-story/what-halal-about'",4650,0.8,1,0.405,"it",1,"wholefoodsmarket",0,0,1,0,5,"Since it tops delicious couscous, no drop is wasted."
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",1795,0.4,0,0,"Birch",1,"fitbit",1,0,0,1,4,"She has written for web and print outlets like Cosmopolitan, O, Psychology Today, SELF, Womens Health and Mens Health, among others."
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",1798,0.4,1,0.15,"['Comments']",1,"fitbit",1,0,0,0,5,"Comments happens if u dont like veggies and already have PTSD and metabolic syndrome."
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",1799,0.4,1,0.714,"(No subject)",0,"fitbit",1,0,0,0,5,"Are u doomed for heart failure?"
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",1802,0.4,1,0.178,"department director",1,"fitbit",1,0,0,0,5,"My department director recently restricted anyone from taking a lunch break at their desk."
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",1806,0.4,1,0.115,"I",1,"fitbit",1,0,0,0,5,";I love my fitbit to bits but have no frame of reference for quality of sleep or my quality of sleep."
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",1808,0.4,1,0.076,"['hours', 'you']",2,"fitbit",1,0,0,0,5,";The hours are 7-9 and you can sleep hard, light, etc;I am 79 years old from Mumbai India."
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",1810,0.2,1,0.259,"(No subject)",0,"fitbit",1,0,0,0,5,"Is this walking going to weaken my knee joints?"
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",1817,0.4,1,0.295,"['we']",1,"fitbit",1,0,0,1,6,";What should we do more often to lower systolic blood pressure if working in stressful environment which has deadlines every alternative days?"
"b'https://blog.fitbit.com/are-you-stressing-out-your-heart-heres-how-to-counter-it/'",1819,0.2,1,0.277,"I",1,"fitbit",1,0,0,0,5,"I have not seen any weight loss yet."
