X.AUTHID,anger_doc_sum,anticipation_doc_sum,arousal_doc_sum,disgust_doc_sum,dominance_doc_sum,fear_doc_sum,joy_doc_sum,neg_doc_sum,num_text_words,pos_doc_sum,sad_doc_sum,site.content,spec_domain,surp_doc_sum,trust_doc_sum,valence_doc_sum,bin_label_scr,rank_label_scr,cSIN_tag,cEXC_tag,cCOM_tag,cRUG_tag,cSOP_tag,cSIN_scl_scr,cEXC_scl_scr,cCOM_scl_scr,cRUG_scl_scr,cSOP_scl_scr,content_length,stopword_count,stopword_ratio,flesch_read_ease,cSIN_label_fin,cEXC_label_fin,cCOM_label_fin,cRUG_label_fin,cSOP_label_fin,cSIN_fin_rank,cEXC_fin_rank,cCOM_fin_rank,cRUG_fin_rank,cSOP_fin_rank
b'http://global-sei.com/company/press/2016/08/prs064.html',0,12,33.165,0,40.591,0,16,2,141,23,0,"b""Press Release; August 2, 2016 ;Sumitomo Electric Industries, Ltd.; ;The Japan Regional Quality Award (Electric Category) is the motor company's top award praising the quality of products delivered in the domestic electric category. This is the second time that we have won the award.;Nissan annually selects and commends the best quality supplier from among more than 200 domestic suppliers for the company. President of Sumitomo Electric Masayoshi Matsumoto attended the 2016 Nissan Global Award ceremony, held on July 12, where a certification of commendation and trophy were presented by E Vice President of Nissan Kimiyasu Nakamura.;Further encouraged by our receiving this award in recognition of our contribution to the Japanese market, we would like to strive to achieve the ne target - to win the global quality award. We will continue enhancing the quality of our products by making concerted efforts involving all the members of the Sumitomo Electric Group.;Left: Mr. Kimiyasu Nakamura, E Vice President of Nissan; and right: Masayoshi Matsumoto, President of Sumitomo Electric;Certificate of commendation""",global-sei,15,14,43.298,0.1,-0.65,n,y,n,n,n,-0.0544799484,0.0113224869,-0.0224577603,-0.0609725213,-0.0078583158,1118,61,5.4561717352,20.65,y,n,y,y,y,3,5,4,1,2
b'https://enterprisematters.blogs.xerox.com/category/document-workflow/page/3/',0,4,21.437,0,29.946,0,0,0,141,9,0,"b' One definition of a mobile worker describes someone who spends time in more than one place or travels as part of the assignment. Today that job Guest post by Edd Nicklin, Director, Tipac, Ltd. This post originally appeared on the Tipac blog. For banks, building societies and other forms of financial institutions, there With the release of every new generation of intelligent multi-function printers, the devices become less like copiers and more like the computers they actually are. Take We often hear about Managed Print Services as an e of the Internet of Things. We discuss how analytics drive the MPS roadmap, and how document We published this classic piece in October 2014, and it stayed at the top of the charts ever since, with thousands of views. We say it Select list(s): Leslie Long says: Christina G Bolin says: Christina G Bolin says: Facebook Twitter Google +1 LinkedIn Youtube Select list(s): 2017 Xerox Corporation. All rights reserved. Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",xerox,0,6,33.323,0.3,NA,n,y,n,n,n,-0.0515809893,0.0065658866,-0.0171717891,-0.0538609955,-0.0009915685,1067,65,6.091846298,60.04,y,n,y,n,y,NA,NA,NA,NA,NA
b'https://smallbusinesssolutions.blogs.xerox.com/category/information-security/page/5/',1,3,23.789,0,31.952,1,0,6,142,9,0,"b' Last week was the 50th installment of National Small Business Week, and companies and organizations far and wide took to media to celebrate the successes and We all heard the news stories about massive data breaches that result in personal information being stolen from tens, even hundreds of thousands of customer accounts. A CDW study published in October 2012 finds that, businesses get a competitive lift from their employees use of mobile devices and that employees mostly deliver For small business owners, getting to a point where it very difficult to ignore technology, said analyst Laurie McCabe, co-founder and partner of the SMB Paul Criswell, Product Marketing ManagerXerox Indirect Channels Business GroupIT departments, big and small, are challenged every day on multiple fronts. They wear a number of different Select list(s): pius sumba says: TPM Best Practices says: azimmer says: Facebook Twitter LinkedIn Youtube Select list(s): 2017 Xerox Corporation. All rights reserved. Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",xerox,0,7,33.043,0.3,NA,n,y,n,n,n,-0.0496016396,0.01105624,-0.0146255523,-0.0604293157,-0.0060632298,1104,55,4.981884058,36.97,y,n,y,n,y,NA,NA,NA,NA,NA
b'https://smallbusinesssolutions.blogs.xerox.com/category/uncategorized/page/3/',3,7,28.681,3,36.845,3,1,3,143,10,3,"b' The Xerox Wireless Print Solutions Adapter seamlessly connects your Xerox printer or MFP to modern mobile and desktop workflows, regardless of your office environment. Imagine you on a tight deadline and others are depending on you. Or maybe you trying to complete a big project so you can make it When you ready to set you goals for growing your business, what are the key questions you need to set your plans and objectives? A clear vision of what growth looks like for your business, and why it valuable, will make the difference between success and failure, growth and recession. To cut costs without cutting corners has been a small-business imperative since the onset of the free-market economy. But unfortunately for small-business owners, there has yet to As the pace of business continues to accelerate, people need tools to ma productivity and keep costs in check. Xerox responds with three new devices Select list(s): pius sumba says: TPM Best Practices says: azimmer says: Facebook Twitter LinkedIn Youtube Select list(s): 2017 Xerox Corporation. All rights reserved. Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",xerox,1,4,38.438,0.3,NA,n,y,n,n,n,-0.0351833357,0.0005309755,-0.0243328346,-0.0603556876,-0.0052068731,1191,79,6.6330814442,58.21,y,n,y,n,y,NA,NA,NA,NA,NA
b'http://blogs.zebra.com/save-the-date-zebra-hosts-talkiot-twitter-chat-on-10/15',1,1,22.139,0,27.197,0,1,4,144,10,1,"b' ; October 13, 2014 at 12:04 PM ;You may have heard by now that Philip Gerskovich, snior vice president, new growth platforms at Zebra, will be returning to the Internet of Things World Forum (IoTWF) stage to deliver part two of his 2013 keynote;The Internet of Things: How It Will Inspire Enterprises to Transform Customer E. ;Please join us to build on what Gerskovich discusses with IoTWF attendees along with those who werent able to be there live. Its simple just log onto Twitter from 3:15 pm to 4:15 pm CT on Wednesday, October 15; and search #TalkIoT!;A Twitter Chat is a live discussion that takes place on Twitter, powered by a consistently used hashtag. Hashtags are a crowd-sourced solution to organize conversations on Twitter around a specific term with a pound sign in front of it (ex: #IoTChat, #RFIDchat). They serve as a hyperlink that virtually connects the entire conversation together for participants and followers, even if they are unable to attend the live chat.; Topics: ;, ;, ;, ;, ; '",zebra,0,3,31.666,0.2,-0.2,n,y,n,n,n,-0.0296114628,0.0111093727,-0.0204687696,-0.0606134404,-0.0072999743,1013,66,6.5153010859,37.51,n,n,y,y,y,4,3,5,1,2
b'https://atyourservice.blogs.xerox.com/category/technology/',0,0,21.934,0,29.878,0,0,1,144,3,0,"b' Security is always a priority with Xerox printers and multifunction printers. One thing you need to remember is that many of the Xerox products have memory Today I am sharing with you a blog article from the Xerox blog, Xerox Connect. The article is one in a series of Modern Workplace articles Several new Xerox VersaLink printers and multifunction printers (MFP) have been introduced lately, specifically the VersaLink C7000-7020-25-30 and VersaLink B7025-35 and the VersaLink C500-C505-C600-C605. These new The paperless office is still a thing of the future since it is estimated that the average office worker uses 10,000 sheets of copy paper each A conversation overheard in an office recently. Sandy: Ale tell Xerox to make 3 copies double sided Ale: Ok you want to make 3 double sided copies. Please Select list(s): Cheryl Otstott says: Cheryl Otstott says: Cheryl Otstott says: Facebook Twitter Google +1 LinkedIn Youtube Select list(s): 2017 Xerox Corporation. All rights reserved. Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",xerox,0,4,34.93,0.3,NA,n,y,n,n,n,-0.0366755618,0.0079900477,-0.0062468949,-0.0552411969,-0.0012065344,1103,58,5.2583862194,49.25,y,n,y,n,y,NA,NA,NA,NA,NA
b'https://blog.fitbit.com/heres-why-harrison-barnes-always-gets-in-his-steps-before-sitting-down-to-play/',0,6,23.315,0,31.914,0,7,1,144,13,0,"b'Yes, reaching that 10,000-steps-a-day goal is good for your overall health, but Dallas Mavericks forward and Fitbit ambassador Harrison Barnes has another reason to make sure his dashboard goes green: He wants a gaming boost!; Comments can I sign up for this;[] Original Article:Heres Why Harrison Barnes Always Gets in his Steps Before Sitting Down to Play [];How do I link my NBA2K17 account to my Fitbit account?;Hi Holmes! Great question. You can ;. On this site click on the button entitled Connect with Fitbit to get started. Hope this helps!;Love the idea. I hope they do this for more games like NHL 2k17.;How do I sync my fit bit to my nba2k17 account?;Hi there, Tim! You can connect with Fitbit via the ;. On this site click on the button entitled Connect with Fitbit to get started. Hope this helps!; ; ; Please note: Comments are moderated and may not appear immediately after submission. ;Your email address will not be published. Required fields are marked ; ; ; ; your success story with Fitbit. '",fitbit,4,9,39.37,0.2,-0.25,y,n,n,n,n,0.0163022572,-0.0107931068,-0.0498388154,-0.0634917596,-0.0048095354,1014,73,7.1992110454,58.72,n,y,n,y,y,4,3,5,1,2
b'https://connect.blogs.xerox.com/category/general/page/7/',0,0,27.163,0,37.724,0,3,3,144,13,0,"b' Seconds to Know quickly and simply e complicated topics in e 30 seconds. Barbara Basney, vice president, Global Advertising and Media, Xerox Do you know Why does Xerox is a stray cat in Madison, Wisconsin. Gregory Pings, content marketing manager for Xerox This story is about a cat named Xerox. The folks from the Not getting enough sleep? Turn off your phone and your laptop, tablet and TV. Sachin Shanikolar A study by the National Sleep Foundation found that 95 Women Tennis Association introduces TV, Developed by Xerox, which allows fans to easily find the latest broadcast information for Premier events. Christine DeNering, program manager, You notice our new name on February 3; and we think you appreciate it when our redesigned look rolls out ne week. By Ken Ericson, director, Content Select list(s): Facebook Twitter Google +1 LinkedIn Youtube Select list(s): 2017 Xerox Corporation. All rights reserved. Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",xerox,0,9,40.566,0.3,NA,n,y,n,n,n,-0.04931311,0.0006189932,-0.0209743049,-0.0602177678,-0.0062809819,1029,55,5.3449951409,54.63,y,n,y,n,y,NA,NA,NA,NA,NA
b'https://smallbusinesssolutions.blogs.xerox.com/category/document-management/page/3/',1,6,30.222,0,38.544,2,0,7,144,11,2,"b' Fifty-five percent of small and midsized companies have suffered a cyber attack in the past twelve months, and fifty percent have had a security breach that compromised customer or employee data. While choosing the right toner can have a clear impact on your bottom line, smart small and mid-size businesses are also taking steps to ma toner longevity. Why is it so important to mobile? Mobile searches in general are on the rise, and mobile searches for something me are growing by 146 percent year-over-year, reports Google. The mobile worker is an essential part of every small business. Outside the four walls of the office, employees must be able to access, store and send business-critical information to keep business moving. If you are an entrepreneur today, and not using social media to promote your business, you are missing out on a huge opportunity. Select list(s): pius sumba says: TPM Best Practices says: azimmer says: Facebook Twitter LinkedIn Youtube Select list(s): 2017 Xerox Corporation. All rights reserved. Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",xerox,0,5,42.036,0.3,NA,n,y,n,n,n,-0.0582028615,0.0034812129,-0.0161747997,-0.0592516259,-0.0052074608,1141,71,6.2226117441,61.26,y,n,y,n,y,NA,NA,NA,NA,NA
b'https://smallbusinesssolutions.blogs.xerox.com/category/sustainability/page/4/',2,5,29.32,0,37.92,3,2,3,145,10,1,"b' Manager, Product MarketingXerox Indirect Channels Business GroupThere is talk in the office printing and imaging industry that Xerox solid ink technology is not environmentally-friendly because it Manager, Product MarketingXerox Indirect Channels Business GroupDuplex that a crazy word. So just for fun I did a search on Google. The first result was Aaron Slindee, Marketing AnalystXerox Indirect Channels Business GroupSince the inception of paperless media like the e-book and electronic bills, an ongoing debate has developed about Manager, Product MarketingXerox Indirect Channels Business GroupIt takes two to tango. When you talking about the office printer, you can separate the sustainability conversation into two , Internet MarComm ProgramsXerox North American Reseller Sales the movie Rocky, where a virtually unknown bo comes out of nowhere to challenge world champion, Apollo Creed, Select list(s): pius sumba says: TPM Best Practices says: azimmer says: Facebook Twitter LinkedIn Youtube Select list(s): 2017 Xerox Corporation. All rights reserved. Xerox and Xerox and Design are trademarks of Xerox Corporation in the United States and/or other countries.'",xerox,0,5,37.38,0.3,NA,n,y,n,n,n,-0.0380092429,0.0108549333,-0.013941576,-0.0600697451,-0.0036296826,1174,52,4.4293015332,26.14,y,n,y,n,y,NA,NA,NA,NA,NA
