"word","emotion","score"
"insignificant","anger",1
"insignificant","negative",1
"insignificant","sadness",1
"insipid","negative",1
"insolent","negative",1
"insolvency","fear",1
"insolvency","negative",1
"insolvency","sadness",1
"insolvency","surprise",1
"insolvent","fear",1
"insolvent","negative",1
"insolvent","sadness",1
"insolvent","trust",1
"inspector","positive",1
"inspiration","anticipation",1
"inspiration","joy",1
"inspiration","positive",1
"inspire","anticipation",1
"inspire","joy",1
"inspire","positive",1
"inspire","trust",1
"inspired","joy",1
"inspired","positive",1
"inspired","surprise",1
"inspired","trust",1
"instability","disgust",1
"instability","fear",1
"instability","negative",1
"install","anticipation",1
"instigate","negative",1
"instigation","negative",1
"instinctive","anger",1
"instinctive","disgust",1
"instinctive","fear",1
"instinctive","positive",1
"institute","trust",1
"instruct","positive",1
"instruct","trust",1
"instruction","positive",1
"instruction","trust",1
"instructions","anticipation",1
"instructions","trust",1
"instructor","anticipation",1
"instructor","positive",1
"instructor","trust",1
"instrumental","positive",1
"insufficiency","anger",1
"insufficiency","negative",1
"insufficient","negative",1
"insufficiently","negative",1
"insulation","trust",1
"insult","anger",1
"insult","disgust",1
"insult","negative",1
"insult","sadness",1
"insult","surprise",1
"insulting","anger",1
"insulting","disgust",1
"insulting","fear",1
"insulting","negative",1
"insulting","sadness",1
"insure","positive",1
"insure","trust",1
"insurgent","negative",1
"insurmountable","fear",1
"insurmountable","negative",1
"insurmountable","sadness",1
"insurrection","anger",1
"insurrection","negative",1
"intact","positive",1
"intact","trust",1
"integrity","positive",1
"integrity","trust",1
"intellect","positive",1
"intellectual","positive",1
"intelligence","fear",1
"intelligence","joy",1
"intelligence","positive",1
"intelligence","trust",1
"intelligent","positive",1
"intelligent","trust",1
"intend","trust",1
"intended","anticipation",1
"intended","positive",1
"intense","anger",1
"intense","disgust",1
"intense","fear",1
"intense","joy",1
"intense","negative",1
"intense","positive",1
"intense","surprise",1
"intense","trust",1
"inter","negative",1
"inter","sadness",1
"intercede","fear",1
"intercede","sadness",1
"intercession","trust",1
"intercourse","positive",1
"interdiction","negative",1
"interest","positive",1
"interested","disgust",1
"interested","positive",1
"interested","sadness",1
"interesting","positive",1
"interference","negative",1
"interim","anticipation",1
"interior","disgust",1
"interior","positive",1
"interior","trust",1
"interlocutory","positive",1
"interlude","positive",1
"interment","negative",1
"interment","sadness",1
"interminable","anger",1
"interminable","anticipation",1
"interminable","negative",1
"interminable","positive",1
"intermission","anticipation",1
"interrogate","fear",1
"interrogation","fear",1
"interrupt","anger",1
"interrupt","negative",1
"interrupt","surprise",1
"interrupted","negative",1
"interrupted","sadness",1
"intervention","negative",1
"intervention","positive",1
"intervention","sadness",1
"interviewer","fear",1
"intestate","negative",1
"intestinal","disgust",1
"intimate","anticipation",1
"intimate","joy",1
"intimate","positive",1
"intimate","trust",1
"intimately","anticipation",1
"intimately","fear",1
"intimately","joy",1
"intimidate","fear",1
"intimidate","negative",1
"intimidation","anger",1
"intimidation","fear",1
"intimidation","negative",1
"intolerable","anger",1
"intolerable","negative",1
"intolerance","anger",1
"intolerance","disgust",1
"intolerance","fear",1
"intolerance","negative",1
"intolerant","anger",1
"intolerant","disgust",1
"intolerant","fear",1
"intolerant","negative",1
"intolerant","sadness",1
"intonation","positive",1
"intoxicated","disgust",1
"intoxicated","negative",1
"intractable","anger",1
"intractable","negative",1
"intrepid","positive",1
"intrigue","anticipation",1
"intrigue","fear",1
"intrigue","negative",1
"intrigue","surprise",1
"intruder","anger",1
"intruder","fear",1
"intruder","negative",1
"intruder","surprise",1
"intrusion","fear",1
"intrusion","negative",1
"intrusive","anger",1
"intrusive","disgust",1
"intrusive","fear",1
"intrusive","negative",1
"intrusive","surprise",1
"intuition","positive",1
"intuition","trust",1
"intuitive","positive",1
"intuitively","anticipation",1
"invade","anger",1
"invade","fear",1
"invade","negative",1
"invade","sadness",1
"invade","surprise",1
"invader","anger",1
"invader","fear",1
"invader","negative",1
"invader","sadness",1
"invalid","sadness",1
"invalidate","negative",1
"invalidation","negative",1
"invalidity","negative",1
"invariably","positive",1
"invasion","anger",1
"invasion","negative",1
"inventive","positive",1
"inventor","positive",1
"investigate","positive",1
"investigation","anticipation",1
"invigorate","positive",1
"invitation","anticipation",1
"invitation","positive",1
"invite","anticipation",1
"invite","joy",1
"invite","positive",1
"invite","surprise",1
"invite","trust",1
"inviting","anticipation",1
"inviting","joy",1
"inviting","positive",1
"inviting","surprise",1
"inviting","trust",1
"invocation","anticipation",1
"invocation","trust",1
"invoke","anticipation",1
"involuntary","negative",1
"involution","anger",1
"involution","negative",1
"involvement","anger",1
"irate","anger",1
"irate","negative",1
"ire","anger",1
"ire","negative",1
"iris","fear",1
"iron","positive",1
"iron","trust",1
"irons","negative",1
"irrational","disgust",1
"irrational","fear",1
"irrational","negative",1
"irrationality","negative",1
"irreconcilable","anger",1
"irreconcilable","fear",1
"irreconcilable","negative",1
"irreconcilable","sadness",1
"irreducible","positive",1
"irrefutable","positive",1
"irrefutable","trust",1
"irregular","negative",1
"irregularity","negative",1
"irrelevant","negative",1
"irreparable","fear",1
"irreparable","negative",1
"irreparable","sadness",1
"irresponsible","negative",1
"irreverent","negative",1
"irrevocable","negative",1
"irritability","anger",1
"irritability","negative",1
"irritable","anger",1
"irritable","negative",1
"irritating","anger",1
"irritating","disgust",1
"irritating","negative",1
"irritation","anger",1
"irritation","disgust",1
"irritation","negative",1
"irritation","sadness",1
"isolate","sadness",1
"isolated","fear",1
"isolated","negative",1
"isolated","sadness",1
"isolation","negative",1
"isolation","sadness",1
"jab","anger",1
"jabber","negative",1
"jackpot","anticipation",1
"jackpot","joy",1
"jackpot","positive",1
"jackpot","surprise",1
"jail","fear",1
"jail","negative",1
"jail","sadness",1
"jam","positive",1
"janitor","disgust",1
"jargon","negative",1
"jarring","fear",1
"jarring","negative",1
"jarring","sadness",1
"jaundice","fear",1
"jaundice","negative",1
"jaws","fear",1
"jealous","anger",1
"jealous","disgust",1
"jealous","negative",1
"jealousy","anger",1
"jealousy","disgust",1
"jealousy","fear",1
"jealousy","negative",1
"jealousy","sadness",1
"jeopardize","anger",1
"jeopardize","fear",1
"jeopardize","negative",1
"jeopardy","anticipation",1
"jeopardy","fear",1
"jeopardy","negative",1
"jerk","anger",1
"jerk","surprise",1
"jest","joy",1
"jest","positive",1
"jest","surprise",1
"job","positive",1
"john","disgust",1
"john","negative",1
"join","positive",1
"joined","positive",1
"joke","negative",1
"joker","joy",1
"joker","positive",1
"joker","surprise",1
"joking","positive",1
"jolt","surprise",1
"jornada","negative",1
"journalism","trust",1
"journalist","positive",1
"journey","anticipation",1
"journey","fear",1
"journey","joy",1
"journey","positive",1
"journeyman","trust",1
"jovial","joy",1
"jovial","positive",1
"joy","joy",1
"joy","positive",1
"joyful","joy",1
"joyful","positive",1
"joyful","trust",1
"joyous","joy",1
"joyous","positive",1
"jubilant","joy",1
"jubilant","positive",1
"jubilant","surprise",1
"jubilant","trust",1
"jubilee","joy",1
"jubilee","positive",1
"jubilee","surprise",1
"judgment","surprise",1
"judicial","anticipation",1
"judicial","positive",1
"judicial","trust",1
"judiciary","anticipation",1
"judiciary","trust",1
"judicious","positive",1
"judicious","trust",1
"jumble","negative",1
"jump","joy",1
"jump","positive",1
"jungle","fear",1
"junk","negative",1
"junta","negative",1
"jurisprudence","sadness",1
"jurist","trust",1
"jury","trust",1
"justice","positive",1
"justice","trust",1
"justifiable","positive",1
"justifiable","trust",1
"justification","positive",1
"juvenile","negative",1
"keepsake","positive",1
"ken","positive",1
"kennel","sadness",1
"kern","negative",1
"kerosene","fear",1
"keynote","positive",1
"keystone","positive",1
"khan","fear",1
"khan","trust",1
"kick","anger",1
"kick","negative",1
"kicking","anger",1
"kidnap","anger",1
"kidnap","fear",1
"kidnap","negative",1
"kidnap","sadness",1
"kidnap","surprise",1
"kill","fear",1
"kill","negative",1
"kill","sadness",1
"killing","anger",1
"killing","fear",1
"killing","negative",1
"killing","sadness",1
"kind","joy",1
"kind","positive",1
"kind","trust",1
"kindness","positive",1
"kindred","anticipation",1
"kindred","joy",1
"kindred","positive",1
"kindred","trust",1
"king","positive",1
"kiss","anticipation",1
"kiss","joy",1
"kiss","positive",1
"kiss","surprise",1
"kite","disgust",1
"kite","negative",1
"kitten","joy",1
"kitten","positive",1
"kitten","trust",1
"knack","positive",1
"knell","fear",1
"knell","negative",1
"knell","sadness",1
"knickers","trust",1
"knight","positive",1
"knotted","negative",1
"knowing","positive",1
"knowledge","positive",1
"kudos","joy",1
"kudos","positive",1
"label","trust",1
"labor","anticipation",1
"labor","joy",1
"labor","positive",1
"labor","surprise",1
"labor","trust",1
"labored","negative",1
"labored","sadness",1
"laborious","negative",1
"labyrinth","anticipation",1
"labyrinth","negative",1
"lace","anger",1
"lace","fear",1
"lace","negative",1
"lace","positive",1
"lace","sadness",1
"lace","trust",1
"lack","negative",1
"lacking","negative",1
"lackluster","negative",1
"laden","negative",1
"lag","negative",1
"lagging","anger",1
"lagging","anticipation",1
"lagging","disgust",1
"lagging","negative",1
"lagging","sadness",1
"lair","negative",1
"lamb","joy",1
"lamb","positive",1
"lamb","trust",1
"lament","disgust",1
"lament","fear",1
"lament","negative",1
"lament","sadness",1
"lamenting","sadness",1
"land","positive",1
"landed","positive",1
"landmark","trust",1
"landslide","fear",1
"landslide","negative",1
"landslide","sadness",1
"languid","negative",1
"languish","negative",1
"languishing","fear",1
"languishing","negative",1
"languishing","sadness",1
"lapse","negative",1
"larceny","disgust",1
"larceny","negative",1
"larger","disgust",1
"larger","surprise",1
"larger","trust",1
"laser","positive",1
"laser","trust",1
"lash","anger",1
"lash","fear",1
"lash","negative",1
"late","negative",1
"late","sadness",1
"lateness","negative",1
"latent","anger",1
"latent","anticipation",1
"latent","disgust",1
"latent","negative",1
"latent","surprise",1
"latrines","disgust",1
"latrines","negative",1
"laudable","positive",1
"laugh","joy",1
"laugh","positive",1
"laugh","surprise",1
"laughable","disgust",1
"laughable","negative",1
"laughing","joy",1
"laughing","positive",1
"laughter","anticipation",1
"laughter","joy",1
"laughter","positive",1
"laughter","surprise",1
"launch","anticipation",1
"launch","positive",1
"laureate","positive",1
"laureate","trust",1
"laurel","positive",1
"laurels","joy",1
"laurels","positive",1
"lava","anger",1
"lava","fear",1
"lava","negative",1
"lavatory","disgust",1
"lavish","positive",1
"law","trust",1
"lawful","positive",1
"lawful","trust",1
"lawlessness","anger",1
"lawlessness","fear",1
"lawlessness","negative",1
"lawsuit","anger",1
"lawsuit","disgust",1
"lawsuit","fear",1
"lawsuit","negative",1
"lawsuit","sadness",1
"lawsuit","surprise",1
"lawyer","anger",1
"lawyer","disgust",1
"lawyer","fear",1
"lawyer","negative",1
"lax","negative",1
"lax","sadness",1
"laxative","disgust",1
"laxative","fear",1
"laxative","negative",1
"lazy","negative",1
"lead","positive",1
"leader","positive",1
"leader","trust",1
"leading","trust",1
"league","positive",1
"leak","negative",1
"leakage","negative",1
"leaky","negative",1
"leaning","trust",1
"learn","positive",1
"learning","positive",1
"leave","negative",1
"leave","sadness",1
"leave","surprise",1
"lecturer","positive",1
"leech","negative",1
"leeches","disgust",1
"leeches","fear",1
"leeches","negative",1
"leer","disgust",1
"leer","negative",1
"leery","surprise",1
"leeway","positive",1
"legal","positive",1
"legal","trust",1
"legalized","anger",1
"legalized","fear",1
"legalized","joy",1
"legalized","positive",1
"legalized","trust",1
"legendary","positive",1
"legibility","positive",1
"legible","positive",1
"legislator","trust",1
"legislature","trust",1
"legitimacy","trust",1
"leisure","anticipation",1
"leisure","joy",1
"leisure","positive",1
"leisure","surprise",1
"leisure","trust",1
"leisurely","positive",1
"lemma","positive",1
"lemon","disgust",1
"lemon","negative",1
"lender","trust",1
"lenient","positive",1
"leprosy","disgust",1
"leprosy","fear",1
"leprosy","negative",1
"leprosy","sadness",1
"lesbian","disgust",1
"lesbian","negative",1
"lesbian","sadness",1
"lessen","anticipation",1
"lessen","negative",1
"lesser","disgust",1
"lesser","negative",1
"lesson","anticipation",1
"lesson","positive",1
"lesson","trust",1
"lethal","disgust",1
"lethal","fear",1
"lethal","negative",1
"lethal","sadness",1
"lethargy","negative",1
"lethargy","sadness",1
"letter","anticipation",1
"lettered","anticipation",1
"lettered","positive",1
"lettered","trust",1
"leukemia","anger",1
"leukemia","fear",1
"leukemia","negative",1
"leukemia","sadness",1
"levee","trust",1
"level","positive",1
"level","trust",1
"leverage","positive",1
"levy","negative",1
"lewd","disgust",1
"lewd","negative",1
"liaison","negative",1
"liar","disgust",1
"liar","negative",1
"libel","anger",1
"libel","fear",1
"libel","negative",1
"libel","trust",1
"liberal","negative",1
"liberal","positive",1
"liberate","anger",1
"liberate","anticipation",1
"liberate","joy",1
"liberate","positive",1
"liberate","surprise",1
"liberate","trust",1
"liberation","anticipation",1
"liberation","joy",1
"liberation","positive",1
"liberation","surprise",1
"liberty","anticipation",1
"liberty","joy",1
"liberty","positive",1
"liberty","surprise",1
"liberty","trust",1
"library","positive",1
"lick","disgust",1
"lick","negative",1
"lie","anger",1
"lie","disgust",1
"lie","negative",1
"lie","sadness",1
"lieutenant","trust",1
"lifeblood","positive",1
"lifeless","fear",1
"lifeless","negative",1
"lifeless","sadness",1
"lighthouse","positive",1
"lightning","anger",1
"lightning","fear",1
"lightning","surprise",1
"liking","joy",1
"liking","positive",1
"liking","trust",1
"limited","anger",1
"limited","negative",1
"limited","sadness",1
"limp","negative",1
"lines","fear",1
"linger","anticipation",1
"linguist","positive",1
"linguist","trust",1
"lint","negative",1
"lion","fear",1
"lion","positive",1
"liquor","anger",1
"liquor","joy",1
"liquor","negative",1
"liquor","sadness",1
"listless","negative",1
"listless","sadness",1
"lithe","positive",1
"litigant","negative",1
"litigate","anger",1
"litigate","anticipation",1
"litigate","disgust",1
"litigate","fear",1
"litigate","negative",1
"litigate","sadness",1
"litigation","negative",1
"litigious","anger",1
"litigious","disgust",1
"litigious","negative",1
"litter","negative",1
"livid","anger",1
"livid","disgust",1
"livid","negative",1
"loaf","negative",1
"loafer","negative",1
"loath","anger",1
"loath","negative",1
"loathe","anger",1
"loathe","disgust",1
"loathe","negative",1
"loathing","disgust",1
"loathing","negative",1
"loathsome","anger",1
"loathsome","disgust",1
"loathsome","negative",1
"lobbyist","negative",1
"localize","anticipation",1
"lockup","fear",1
"lockup","negative",1
"lockup","sadness",1
"locust","fear",1
"locust","negative",1
"lodging","trust",1
"lofty","negative",1
"logical","positive",1
"lone","sadness",1
"loneliness","fear",1
"loneliness","negative",1
"loneliness","sadness",1
"lonely","anger",1
"lonely","disgust",1
"lonely","fear",1
"lonely","negative",1
"lonely","sadness",1
"lonesome","negative",1
"lonesome","sadness",1
"long","anticipation",1
"longevity","positive",1
"longing","anticipation",1
"longing","sadness",1
"loo","disgust",1
"loo","negative",1
"loom","anticipation",1
"loom","fear",1
"loom","negative",1
"loon","disgust",1
"loon","negative",1
"loony","negative",1
"loot","negative",1
"lord","disgust",1
"lord","negative",1
"lord","positive",1
"lord","trust",1
"lordship","positive",1
"lose","anger",1
"lose","disgust",1
"lose","fear",1
"lose","negative",1
"lose","sadness",1
"lose","surprise",1
"losing","anger",1
"losing","negative",1
"losing","sadness",1
"loss","anger",1
"loss","fear",1
"loss","negative",1
"loss","sadness",1
"lost","negative",1
"lost","sadness",1
"lottery","anticipation",1
"loudness","anger",1
"loudness","negative",1
"lounge","negative",1
"louse","disgust",1
"louse","negative",1
"lovable","joy",1
"lovable","positive",1
"lovable","trust",1
"love","joy",1
"love","positive",1
"lovely","anticipation",1
"lovely","joy",1
"lovely","positive",1
"lovely","sadness",1
"lovely","surprise",1
"lovely","trust",1
"lovemaking","joy",1
"lovemaking","positive",1
"lovemaking","trust",1
"lover","anticipation",1
"lover","joy",1
"lover","positive",1
"lover","trust",1
"loving","joy",1
"loving","positive",1
"loving","trust",1
"lower","negative",1
"lower","sadness",1
"lowering","negative",1
"lowest","negative",1
"lowest","sadness",1
"lowlands","negative",1
"lowly","negative",1
"lowly","sadness",1
"loyal","fear",1
"loyal","joy",1
"loyal","positive",1
"loyal","surprise",1
"loyal","trust",1
"loyalty","positive",1
"loyalty","trust",1
"luck","anticipation",1
"luck","joy",1
"luck","positive",1
"luck","surprise",1
"lucky","joy",1
"lucky","positive",1
"lucky","surprise",1
"ludicrous","negative",1
"lull","anticipation",1
"lumbering","negative",1
"lump","negative",1
"lumpy","disgust",1
"lumpy","negative",1
"lunacy","anger",1
"lunacy","disgust",1
"lunacy","fear",1
"lunacy","negative",1
"lunacy","sadness",1
"lunatic","anger",1
"lunatic","disgust",1
"lunatic","fear",1
"lunatic","negative",1
"lunge","surprise",1
"lurch","negative",1
"lure","negative",1
"lurid","disgust",1
"lurid","negative",1
"lurk","negative",1
"lurking","negative",1
"luscious","anticipation",1
"luscious","joy",1
"luscious","positive",1
"lush","disgust",1
"lush","negative",1
"lush","sadness",1
"lust","anticipation",1
"lust","negative",1
"luster","joy",1
"luster","positive",1
"lustful","negative",1
"lustrous","positive",1
"lusty","disgust",1
"luxuriant","positive",1
"luxurious","joy",1
"luxurious","positive",1
"luxury","joy",1
"luxury","positive",1
"lying","anger",1
"lying","disgust",1
"lying","negative",1
"lynch","anger",1
"lynch","disgust",1
"lynch","fear",1
"lynch","negative",1
"lynch","sadness",1
"lyre","joy",1
"lyre","positive",1
"lyrical","joy",1
"lyrical","positive",1
"mace","fear",1
"mace","negative",1
"machine","trust",1
"mad","anger",1
"mad","disgust",1
"mad","fear",1
"mad","negative",1
"mad","sadness",1
"madden","anger",1
"madden","fear",1
"madden","negative",1
"madman","anger",1
"madman","fear",1
"madman","negative",1
"madness","anger",1
"madness","fear",1
"madness","negative",1
"mafia","fear",1
"mafia","negative",1
"mage","fear",1
"maggot","disgust",1
"maggot","negative",1
"magical","anticipation",1
"magical","joy",1
"magical","positive",1
"magical","surprise",1
"magician","surprise",1
"magnet","positive",1
"magnet","trust",1
"magnetism","positive",1
"magnetite","positive",1
"magnificence","anticipation",1
"magnificence","joy",1
"magnificence","positive",1
"magnificence","trust",1
"magnificent","anticipation",1
"magnificent","joy",1
"magnificent","positive",1
"magnificent","surprise",1
"magnificent","trust",1
"maiden","positive",1
"mail","anticipation",1
"main","positive",1
"mainstay","positive",1
"mainstay","trust",1
"maintenance","trust",1
"majestic","anticipation",1
"majestic","joy",1
"majestic","positive",1
"majestic","surprise",1
"majestic","trust",1
"majesty","positive",1
"majesty","trust",1
"major","positive",1
"majority","joy",1
"majority","positive",1
"majority","trust",1
"makeshift","negative",1
"malady","negative",1
"malaise","negative",1
"malaise","sadness",1
"malaria","disgust",1
"malaria","fear",1
"malaria","negative",1
"malaria","sadness",1
"malevolent","anger",1
"malevolent","disgust",1
"malevolent","fear",1
"malevolent","negative",1
"malevolent","sadness",1
"malfeasance","disgust",1
"malfeasance","negative",1
"malformation","negative",1
"malice","anger",1
"malice","fear",1
"malice","negative",1
"malicious","anger",1
"malicious","disgust",1
"malicious","fear",1
"malicious","negative",1
"malicious","sadness",1
"malign","anger",1
"malign","disgust",1
"malign","negative",1
"malignancy","fear",1
"malignancy","negative",1
"malignancy","sadness",1
"malignant","anger",1
"malignant","fear",1
"malignant","negative",1
"malpractice","anger",1
"malpractice","negative",1
"mamma","trust",1
"manage","positive",1
"manage","trust",1
"management","positive",1
"management","trust",1
"mandamus","fear",1
"mandamus","negative",1
"mandarin","positive",1
"mandarin","trust",1
"mange","disgust",1
"mange","fear",1
"mange","negative",1
"mangle","anger",1
"mangle","disgust",1
"mangle","fear",1
"mangle","negative",1
"mangle","sadness",1
"manhood","positive",1
"mania","negative",1
"maniac","anger",1
"maniac","fear",1
"maniac","negative",1
"maniacal","negative",1
"manifestation","fear",1
"manifested","positive",1
"manipulate","negative",1
"manipulation","anger",1
"manipulation","fear",1
"manipulation","negative",1
"manly","positive",1
"manna","positive",1
"mannered","positive",1
"manners","positive",1
"manslaughter","anger",1
"manslaughter","disgust",1
"manslaughter","fear",1
"manslaughter","negative",1
"manslaughter","sadness",1
"manslaughter","surprise",1
"manual","trust",1
"manufacturer","positive",1
"manure","disgust",1
"manure","negative",1
"mar","negative",1
"march","positive",1
"margin","negative",1
"margin","sadness",1
"marine","trust",1
"marked","positive",1
"marketable","positive",1
"maroon","negative",1
"marquis","positive",1
"marriage","anticipation",1
"marriage","joy",1
"marriage","positive",1
"marriage","trust",1
"marrow","joy",1
"marrow","positive",1
"marrow","trust",1
"marry","anticipation",1
"marry","fear",1
"marry","joy",1
"marry","positive",1
"marry","surprise",1
"marry","trust",1
"marshal","positive",1
"marshal","trust",1
"martial","anger",1
"martingale","negative",1
"martyr","fear",1
"martyr","negative",1
"martyr","sadness",1
"martyrdom","fear",1
"martyrdom","negative",1
"martyrdom","sadness",1
"marvel","positive",1
"marvel","surprise",1
"marvelous","joy",1
"marvelous","positive",1
"marvelously","joy",1
"marvelously","positive",1
"masculine","positive",1
"masochism","anger",1
"masochism","disgust",1
"masochism","fear",1
"masochism","negative",1
"massacre","anger",1
"massacre","disgust",1
"massacre","fear",1
"massacre","negative",1
"massacre","sadness",1
"massage","joy",1
"massage","positive",1
"master","positive",1
"masterpiece","joy",1
"masterpiece","positive",1
"mastery","anger",1
"mastery","joy",1
"mastery","positive",1
"mastery","trust",1
"matchmaker","anticipation",1
"mate","positive",1
"mate","trust",1
"materialism","negative",1
"materialist","disgust",1
"materialist","negative",1
"maternal","anticipation",1
"maternal","negative",1
"maternal","positive",1
"mathematical","trust",1
"matrimony","anticipation",1
"matrimony","joy",1
"matrimony","positive",1
"matrimony","trust",1
"matron","positive",1
"matron","trust",1
"mausoleum","sadness",1
"maxim","trust",1
"maximum","positive",1
"mayor","positive",1
"meadow","positive",1
"meandering","negative",1
"meaningless","negative",1
"meaningless","sadness",1
"measles","disgust",1
"measles","fear",1
"measles","negative",1
"measles","sadness",1
"measure","trust",1
"measured","positive",1
"measured","trust",1
"medal","anticipation",1
"medal","joy",1
"medal","positive",1
"medal","surprise",1
"medal","trust",1
"meddle","anger",1
"meddle","negative",1
"mediate","anticipation",1
"mediate","positive",1
"mediate","trust",1
"mediation","positive",1
"mediator","anticipation",1
"mediator","positive",1
"mediator","trust",1
"medical","anticipation",1
"medical","fear",1
"medical","positive",1
"medical","trust",1
"mediocre","negative",1
"mediocrity","negative",1
"meditate","anticipation",1
"meditate","joy",1
"meditate","positive",1
"meditate","trust",1
"mediterranean","positive",1
"medley","positive",1
"meek","sadness",1
"melancholic","negative",1
"melancholic","sadness",1
"melancholy","negative",1
"melancholy","sadness",1
"melee","fear",1
"melee","negative",1
"melodrama","anger",1
"melodrama","negative",1
"melodrama","sadness",1
"meltdown","negative",1
"meltdown","sadness",1
"memento","positive",1
"memorable","joy",1
"memorable","positive",1
"memorable","surprise",1
"memorable","trust",1
"memorials","sadness",1
"menace","anger",1
"menace","fear",1
"menace","negative",1
"menacing","anger",1
"menacing","fear",1
"menacing","negative",1
"mending","positive",1
"menial","negative",1
"menses","positive",1
"mentor","positive",1
"mentor","trust",1
"mercenary","fear",1
"mercenary","negative",1
"merchant","trust",1
"merciful","positive",1
"merciless","fear",1
"merciless","negative",1
"mercy","positive",1
"merge","anticipation",1
"merge","positive",1
"merit","positive",1
"merit","trust",1
"meritorious","joy",1
"meritorious","positive",1
"meritorious","trust",1
"merriment","joy",1
"merriment","positive",1
"merriment","surprise",1
"merry","joy",1
"merry","positive",1
"mess","disgust",1
"mess","negative",1
"messenger","trust",1
"messy","disgust",1
"messy","negative",1
"metastasis","negative",1
"methanol","negative",1
"metropolitan","positive",1
"mettle","positive",1
"microscope","trust",1
"microscopy","positive",1
"midwife","anticipation",1
"midwife","joy",1
"midwife","negative",1
"midwife","positive",1
"midwife","trust",1
"midwifery","positive",1
"mighty","anger",1
"mighty","fear",1
"mighty","joy",1
"mighty","positive",1
"mighty","trust",1
"mildew","disgust",1
"mildew","negative",1
"military","fear",1
"militia","anger",1
"militia","fear",1
"militia","negative",1
"militia","sadness",1
"mill","anticipation",1
"mime","positive",1
"mimicry","negative",1
"mimicry","surprise",1
"mindful","positive",1
"mindfulness","positive",1
"minimize","negative",1
"minimum","negative",1
"ministry","joy",1
"ministry","positive",1
"ministry","trust",1
"minority","negative",1
"miracle","anticipation",1
"miracle","joy",1
"miracle","positive",1
"miracle","surprise",1
"miracle","trust",1
"miraculous","joy",1
"miraculous","positive",1
"miraculous","surprise",1
"mire","disgust",1
"mire","negative",1
"mirth","joy",1
"mirth","positive",1
"misbehavior","anger",1
"misbehavior","disgust",1
"misbehavior","negative",1
"misbehavior","surprise",1
"miscarriage","fear",1
"miscarriage","negative",1
"miscarriage","sadness",1
"mischief","negative",1
"mischievous","negative",1
"misconception","anger",1
"misconception","disgust",1
"misconception","fear",1
"misconception","negative",1
"misconduct","disgust",1
"misconduct","negative",1
"miserable","anger",1
"miserable","disgust",1
"miserable","negative",1
"miserable","sadness",1
"miserably","negative",1
"miserably","sadness",1
"misery","anger",1
"misery","disgust",1
"misery","fear",1
"misery","negative",1
"misery","sadness",1
"misfortune","fear",1
"misfortune","negative",1
"misfortune","sadness",1
"misguided","disgust",1
"misguided","negative",1
"mishap","disgust",1
"mishap","fear",1
"mishap","negative",1
"mishap","sadness",1
"mishap","surprise",1
"misinterpretation","negative",1
"mislead","anger",1
"mislead","fear",1
"mislead","negative",1
"mislead","trust",1
"misleading","anger",1
"misleading","disgust",1
"misleading","negative",1
"mismanagement","negative",1
"mismatch","negative",1
"misnomer","negative",1
"misplace","anger",1
"misplace","disgust",1
"misplace","negative",1
"misplaced","negative",1
"misrepresent","negative",1
"misrepresentation","negative",1
"misrepresentation","sadness",1
"misrepresented","anger",1
"misrepresented","negative",1
"missile","fear",1
"missing","fear",1
"missing","negative",1
"missing","sadness",1
"missionary","positive",1
"misstatement","anger",1
"misstatement","disgust",1
"misstatement","negative",1
"mistake","negative",1
"mistake","sadness",1
"mistaken","fear",1
"mistaken","negative",1
"mistress","anger",1
"mistress","disgust",1
"mistress","negative",1
"mistrust","disgust",1
"mistrust","fear",1
"mistrust","negative",1
"misunderstand","negative",1
"misunderstanding","anger",1
"misunderstanding","negative",1
"misunderstanding","sadness",1
"misuse","negative",1
"mite","disgust",1
"mite","negative",1
"moan","fear",1
"moan","sadness",1
"moat","trust",1
"mob","anger",1
"mob","fear",1
"mob","negative",1
"mobile","anticipation",1
"mockery","disgust",1
"mockery","negative",1
"mocking","anger",1
"mocking","disgust",1
"mocking","negative",1
"mocking","sadness",1
"model","positive",1
"moderate","positive",1
"moderator","positive",1
"moderator","trust",1
"modest","positive",1
"modest","trust",1
"modesty","positive",1
"modify","surprise",1
"molestation","anger",1
"molestation","disgust",1
"molestation","fear",1
"molestation","negative",1
"molestation","sadness",1
"momentum","anticipation",1
"momentum","positive",1
"monetary","anticipation",1
"monetary","positive",1
"money","anger",1
"money","anticipation",1
"money","joy",1
"money","positive",1
"money","surprise",1
"money","trust",1
"monk","positive",1
"monk","trust",1
"monochrome","disgust",1
"monochrome","negative",1
"monogamy","trust",1
"monopolist","negative",1
"monsoon","negative",1
"monsoon","sadness",1
"monster","fear",1
"monster","negative",1
"monstrosity","anger",1
"monstrosity","disgust",1
"monstrosity","fear",1
"monstrosity","negative",1
"monstrosity","surprise",1
"monument","positive",1
"moody","anger",1
"moody","negative",1
"moody","sadness",1
"moorings","trust",1
"moot","negative",1
"moral","anger",1
"moral","positive",1
"moral","trust",1
"morality","positive",1
"morality","trust",1
"morals","anger",1
"morals","anticipation",1
"morals","disgust",1
"morals","joy",1
"morals","positive",1
"morals","surprise",1
"morals","trust",1
"morbid","negative",1
"morbid","sadness",1
"morbidity","anger",1
"morbidity","disgust",1
"morbidity","fear",1
"morbidity","negative",1
"morbidity","sadness",1
"morgue","disgust",1
