X.AUTHID,resents
b'https://blog.fitbit.com/user-story-sarah-a/',"['Fitbit spoke with Sarah to get her take on how she balancesa healthy lifestyle with being a busy mom.', ';What is the greatest impact Fitbit has had on your life as a mother?', ';: Fitbit has helped me in my journey to become a fit and healthy mother.', 'High cholesterol comes with a risk of heart disease and stroke, and I knew I needed to make changes in my life.', 'After I lost weight my goals have been to maintain that loss and to become fitter.', ';: I loved the fact that the Flex was worn on the wrist so I had a visual reminder to move throughout the day.', 'Last year I took part in a charity walking challenge to raise money and awareness of the lack of clean water in African countries.', 'The Fitbit is so easy to use there are really no e. I recently sprained my ankle so was forced to rest, but once I was back on my feet strapping my Fitbit on reminded me that I could still move (within reason) and that my everyday walking counted towards something.', ';How have these changes impacted your life as a mother?', 'The Fitbit has been an integral part in helping me stay fit and healthy, and keep the weight I worked hard to lose off.', 'My advice would be to start small, and break your goals into achievable chunks.']"
b'http://investors.clr.com/phoenix.zhtml?ID=1969141&c=197380&p=irol-newsArticle',"['This acceleration will have limited impact on overall 2014 productionresults, given only a quarter of the year is remaining and the lag between capital e and resulting production.', 'When considering forward-looking statements, readers should keep in mind the risk factors and other cautionary statements described under Part I, Item 1A.', ""Should one or more of the risks or uncertainties described in this press release occur, or should underlying assumptions prove incorrect, the Company's actual results and plans could differ materially from those e in any forward-looking statements.""]"
b'https://channelpartner.blogs.xerox.com/2015/05/26/10-top-tips-for-winning-large-bids-and-tenders/',"['So when a new RFP is issued take a long, dispassionate view of the requirements and ask yourself: It probably took your customer several weeks to write the Tender or RFP.', 'Even small benefits can add a lot of value.', 'How can you defeat heavy discounters?']"
b'http://investors.citrix.com/releasedetail.cfm?releaseid=858177',"['; According to Gartner, ""leaders provide mature offerings that meet market demand.', '; Gartner does not endorse any vendor, product or service depicted in its research publications, and does not advise technology users to select only those vendors with the highest ratings.', ""Those statements involve a number of factors that could cause actual results to differ materially, including risks associated with the impact of the global economy and uncertainty in the IT spending environment, revenue growth and recognition of revenue, products and services, their development and distribution, product demand and pipeline, economic and competitive factors, the Company's key strategic relationships, acquisition and related integration risks as well as other risks detailed in the Company's filings with the ;."", 'The development, release and timing of any features or functionality described for our products remains at our sole discretion and is subject to change without notice or consultation.']"
b'https://channelpartner.blogs.xerox.com/2015/07/06/how-to-differentiate-your-business-in-a-crowded-market/',"['Dare to be different - 3 ways to stand out from the crowd Understanding your customers pain points brings big opportunity to demonstrate your differentiators.', 'Your ability to solve this problem by offering toner supplies for all their installed base of printers regardless of brand solves this problem very neatly.', 'Be bold and ask them if you can use their comments as proof points for your website or be a case study.']"
b'https://www.citrix.com/blogs/2017/09/06/three-major-gdpr-obstacles-facing-british-businesses/',"['In fact, these British businesses appear to be facing an uphill struggle to achieve GDPR compliance, with many left managing end users personal data across 24 different systems and a network of 48 other companies on average.', ';The research commissioned by ; UK and carried out by ; quizzed 500 IT decision-makers in companies with 250 or more employees across the UK to pinpoint the hidden obstacles still facing British businesses when it comes to ;.', ';Surveyed UK businesses are facing a major challenge to GDPR compliance: controlling huge amounts of data across disparate systems.', 'While the majority believe they retain complete control over this shared data, 15 per cent admit to losing at least a degree of control over data once it has been shared.', 'So, perhaps unsurprisingly, almost two fifths (38 per cent) of respondents acknowledge that they are not ready for the GDPR, either admitting that current control access policies are insufficient to comply with the regulation or they have no idea whether they meet the regulations standards.', 'While many British organisations are taking steps to achieve compliance in time for the May 2018 deadline, our research clearly reveals some significant obstacles, including uncontrolled data sprawl and lack of understanding around data ownership.', ';Ensuring data privacy processes and systems are in place from privacy by design to privacy by default requires an organisation to know e where their data is and who can access it.', 'Yet many are losing sight of data, spread across multiple systems and shared with multiple partners, while also struggling to scale up to store and control the huge influx of personal customer data they receive today.']"
b'https://connect.blogs.xerox.com/2014/04/24/4-simple-ways-to-make-your-business-more-sustainable/',"['-based processes are cumbersome and e. Electronic forms save time and paper, and cut your shipping and storage costs.', 'Now a days for any company handling paperwork are going to be a tedious and time consuming job.']"
b'https://www.zebra.com/ap/en/about-zebra/newsroom/press-releases/2011/record-sales-q3.html',"['Quarterly net income of $45,001,000, or $0.84 per diluted share, for 2011 includes $0.20 per diluted share in income from discontinued operations.', 'Third quarter 2011 income from discontinued operations relate to the sale of proveo AG.', 'Zebra remains well positioned to e leadership in an attractive industry and build greater shareholder value.', '"";As of October 1, 2011, Zebra had $299,047,000 in cash and investments, and no long-term debt.', 'At October 1, 2011, the company had 925,090 shares remaining in its stock buyback authorization, and 52,388,510 shares of common stock were outstanding.', "";These forward-looking statements are based on current e, forecasts and assumptions and are subject to the risks and uncertainties inherent in Zebra's industry, market conditions, general domestic and international economic conditions, and other factors."", 'The continued uncertainty over future global economic conditions, the availability of credit, capital markets volatility, may have adverse effects on Zebra, its suppliers and its customers.', 'The outcome of litigation in which Zebra may be involved is another factor.', 'When used in this release and documents referenced, the words ""anticipate,"" ""believe,"" ""estimate,"" and ""e"" and similar e, as they relate to the company or its management, are intended to identify such forwardlooking statements, but are not the e means of identifying these statements.']"
b'https://india.news.xerox.com/2013/09/24/dialogue-vivek-chandel-executive-director-marketing-xerox-india/',"['The developing world is increasingly using packaging as per capita income rises and so does the number of consumers.', 'Be it the document revolution in the digitised world to the ne great leap in document management, Xerox has always been at the forefront of transforming document technologies.']"
b'https://digitalprinting.blogs.xerox.com/2015/08/04/7-ways-to-use-an-elevator-pitch/',"['If you want to have a worthwhile call with a prospect, you have to grab their interest immediately.', 'The home pages of websites often do little to grab a prospect attention.', 'This will have a far greater effect than the normal dull te about the features and benefits of a company.', 'The person sitting ne to you might not need what you offer, but someone within hearing range of you might!', '(And they listening, even if they pretend like they not!)']"
b'https://channelpartner.blogs.xerox.com/2014/10/13/how-channel-partners-can-profit-from-sustainability-in-6-steps/',"['These businesses are finding that, in addition to being morally cool, environmental responsibility also reaps real financial benefits in the form of reduced waste, lower supplies costs and trimmed utility bills.', 'With cars, it miles per gallon; with print hardware, the onus is on the channel partner to recommend products that meet a badge that indicates devices are up to 40 percent more energy-efficient than non-certified gear.', 'There are two sides to every story and every sheet of paper, why not print on both sides by default?']"
b'https://enterprisematters.blogs.xerox.com/2017/05/03/flexible-enterprise-content-management-fuels-departmental-productivity/',"['The path to digital transformation just got easier for small companies, mid-sized businesses and enterprise departments.', 'With this approach, organizations aren forced into a full-blown ECM system installation, when a smaller package will do.', 'This solves a tremendous problem.', 'Employees, especially knowledge workers, waste a disturbing amount of time looking for information.', 'that more than day a week is lost to searching for something.', 'Now imagine that problem going away.']"
b'http://blogs.zebra.com/topic/wireless-lan',"['This is causing serious issues for businesses, as complex working environments demand a dependable, powerful connection in order to cope with their ever changing and chaotic nature, e conditions and diverse range of devices.', ""; Topics: ;, ;, ;, ;, ;, ;, ;, ; Posted by ; October 16, 2015 at 9:00 AM ; ;It's official: Wi-Fi is a better fix for grumpy guests than coffee."", ';In this case, its likely that millions of businesses will be thinking seriously about making a change to their wireless networks.', 'Because any wireless network thats more than three years old is probably not up to the job of meeting todays demand for connectivity.']"
b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=287843',"['The Company also e 2007 income from operations to e the previously provided outlook of $81.5 million to $83.0 million, resulting in diluted earnings per share of appro $1.03 to $1.04 for the full year.', 'We are confident that our innovative technology driven by insight from athletes combined with the consumer demand this campaign is generating will ensure its success.', ""The brand's moisture-wicking synthetic fabrications are engineered in many different designs and styles for wear in nearly every climate to provide a performance alternative to traditional natural fiber products."", ""The Company's products are sold worldwide and worn by athletes at all levels, from youth to professional, on playing fields around the globe."", 'In many cases, you can identify forward-looking statements by terms such as ""may,"" ""will,"" ""should,"" ""e,"" ""plans,"" ""anticipates,"" ""believes,"" ""estimates,"" ""predicts,"" ""outlook,"" ""potential"" or the negative of these terms or other comparable terminology.']"
b'https://digitalprinting.blogs.xerox.com/2015/05/20/what-types-of-customer-should-you-consider-getting-rid-of/',"['This person can sometimes keep quiet about the fallout from this particular customer fearful to be responsible for losing their business.', 'If they are losing your business money than they are not the right clients for you.', 'Set your e costs against this profit figure to get a true idea of the actual margin you are making on a customer.', 'You should measure time spent in all departments: customer services, sales, estimating, studio and even despatch and accounts.', 'Interestingly, many of the most difficult clients actually have a very small turnover.', 'Do you really want the stress of dealing with a large client like this?']"
b'http://www.shell.com/media/news-and-media-releases/2015/shell-signs-agreement-with-alimentation-couche-tard.html',"[';The sale is subject to regulatory approvals and is e to complete in 2015.', 'The euroShell card scheme will continue to be available to customers.', 'Likewise, the words we, us and our are also used to refer to subsidiaries in general or to those who work for them.', 'Companies over which Shell has joint control are generally referred to as joint ventures and companies over which Shell has significant influence but neither control nor joint control are referred to as associates.', 'Forward-looking statements are statements of future e that are based on managements current e and assumptions and involve known and unknown risks and uncertainties that could cause actual results, performance or events to differ materially from those e or implied in these statements.', 'Additional risk factors that may affect future results are contained in Royal Dutch Shells Form 20-F for the year ended December 31, 2014 (available at ; and ;).', ';These risk factors also e qualify all forward-looking statements contained in this document and should be considered by the reader.']"
b'https://channelpartner.blogs.xerox.com/2016/02/01/why-your-website-is-your-most-important-business-asset/',"[' leave it four years before you make your ne [website] update!', 'To get quick, helpful answers to whatever challenge or problem they are currently tackling.', 'No one will stick around for more than a few clicks if your site is hard to understand and use, so it critical that you have the pages and features that B2B buyers have come to e. If you haven assessed your website recently, and by I mean this month, there a good chance that you missing learning opportunities for improvement.', '5 ways that vendors can help channel partners with their digital marketing Most channel partners have limited marketing resources, so getting this right can be a daunting task.', 'Get it wrong and your competitor gets the call.', 'Don leave it four years before you make your ne update!']"
b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2011/record-sales-q3.html',"['Third quarter 2011 income from discontinued operations relate to the sale of proveo AG.', 'Zebra remains well positioned to e leadership in an attractive industry and build greater shareholder value.', '"";As of October 1, 2011, Zebra had $299,047,000 in cash and investments, and no long-term debt.', 'At October 1, 2011, the company had 925,090 shares remaining in its stock buyback authorization, and 52,388,510 shares of common stock were outstanding.', "";These forward-looking statements are based on current e, forecasts and assumptions and are subject to the risks and uncertainties inherent in Zebra's industry, market conditions, general domestic and international economic conditions, and other factors."", 'The continued uncertainty over future global economic conditions, the availability of credit, capital markets volatility, may have adverse effects on Zebra, its suppliers and its customers.', 'In addition, a disruption in our ability to obtain products from vendors as a result of supply chain constraints, natural disasters or other circumstances could restrict sales and negatively affect customer relationships.', 'The outcome of litigation in which Zebra may be involved is another factor.', 'When used in this release and documents referenced, the words ""anticipate,"" ""believe,"" ""estimate,"" and ""e"" and similar e, as they relate to the company or its management, are intended to identify such forwardlooking statements, but are not the e means of identifying these statements.']"
b'https://enterprisematters.blogs.xerox.com/2015/02/17/the-british-courts-paperless-or-paper-less/',"['Typically there is a long and painful learning curve when implementing new software and workflow.', 'As for a paperless British Court system, we shall have to wait and see.']"
b'https://smallbusinesssolutions.blogs.xerox.com/2016/08/19/the-three-returns-every-smb-should-measure-in-their-print-environment/',"['Source: Quocirca SMB MPS Study Europe USA High Level E Summary, January 2014 When it comes to better budget management, most small and medium business (SMB) owners will turn their attention to employee wages, inventory, or other hard costs.', 'With their minds typically focused on big picture goals like revenue and growth objectives, it easy for perceived small budget items to fall by the wayside.', 'That by no means a small portion, and it is one that could significantly impact the budget for better or for worse.', 'The surprising truth and how to make a change It may seem overwhelming, but the measure of your print environment can be broken down into three areas.']"
b'https://digitalprinting.blogs.xerox.com/2015/03/17/how-to-create-bigger-profits-for-your-print-sales-team/',"['Sales teams that are not given guidance often waste time with the wrong type of customers.', 'Everyone is frustrated because people are rarely achieving what is needed.', 'How many calls are they making?']"
b'https://connect.blogs.xerox.com/2014/04/03/google-glass-grocery-shopping/',"['In contrast, another product called is a full-view AR headset that aims to bridge the gap between fully immersive virtual reality tools such as the and (relatively) more subtle wearable devices such as Google Glass.', 'Instinctively, I wanted to remove and hide the glasses in my pocket within seconds of the first disapproving look from a fellow shopper.', 'How about when you forget someone name at a party and facial recognition software provides it to you?']"
b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=984880',"[' ; ;-()- For the past 25 years, federal funding cuts have meant declining budgets for the public housing industry, forcing agencies like the ; (LMHA) in ;, to find creative ways to serve their clients, including mobility options to enable staff to work more effectively out in the community.', 'They wanted to empower staff to achieve their mission of reaching out to benefit the community in a way that had been previously impossible.', 'We looked to ; and the ; Cloud built on Microsoft Azure Government as the solution to this problem.', ""In LMHA's case, Microsoft Azure Government was the deployment cloud of choice.""]"
b'http://blogs.zebra.com/topic/wlan',"['As a follow-up to my initial post on navigating the mobility maze, here are three additional considerations to keep in mind as you select devices for your business that help you minimize risk and ma productivity.', '; Topics: ; Posted by ; April 20, 2015 at 6:37 AM ; ;It might sound like the opening line from a celebrity in a cosmetics advert but its actually a question thats fundamental to the success of most enterprises.']"
b'http://performance.ford.com/enthusiasts/newsroom/2017/09/focus-fanatics-romp-at-mt--washington-.html',"[""Then you've haven't spent time anywhere near Dalton, New Hampshire, where Tim bases his rally school."", 'Tim, sometimes affectionately referred to as ""The Old Man of the Mountain,"" is a bit of a local legend and area celebrity.', 'If you are like us at RS Nation, you tend to fuss over your RS a bit.', 'The team then set about making all the necessary modifications to make the car eligible for the hill climb and ARA Rally competition.', 'Immediately notable are the obligatory skid plate mounted up front and a new suspension; gone are the OEM shocks.', 'The engine has been tuned by Mountune and is the same V3 tune that you as a mere mortal can purchase through Mountune.', 'What remains is the same AWD system that we enjoy in our factory cars.', 'Through their development process they have been able to identify strengths and weaknesses of the platform for this kind of competition.', 'While Tim feels confident that the car is a beast on tarmac, he wonders aloud about its potential as a dirt car, as the mechanical requirements and needs for running on dirt are much more strenuous than they are for hill climb racing.', 'During competition on that same road, speeds can approach in e of 80 miles an hour!', ""Tim's qualifying first ascent of the mountain went well, leaving him feeling confident in the car, but needing to find more courage as he attacked the course."", 'During qualifying, Dave car found too much traction on the outside of a turn, causing his Fiesta to flip over ever so gracefully and wind up on its back, like a turtle, in a heavily spectated area.', 'No worries; Dave pulled out a backup car and the team worked to ensure it was ready for the ne day competition and it was.']"
b'https://smallbusinesssolutions.blogs.xerox.com/2017/07/31/meet-the-tools-and-solutions-that-will-lead-your-digital-transformation/',"['Overall, helps businesses a competitive edge reducing waste and improving processes.', 'There is no question that the pressure to move into the digital age is a force that is being felt by organizations of all shapes and sizes.']"
b'https://channelpartner.blogs.xerox.com/2016/07/18/managing-print-for-global-clients-a-channel-partner-success-story/',"['It a familiar story that we hear from businesses large and small, across Europe and indeed the globe.', 'We serve 10,000 clients in 60 countries across four continents.', 'Our main problem was the need to have overall control of the domestic and international costs of document production.', 'Normal, standard providers that don offer these possibilities can only provide a hardware management service which is inferior to the service offered by in every way.', 'Our partnership with has allowed Gruppo Manni to concentrate on the company core business and forget about all the tasks relating to document production which have low added value.']"
b'https://enterprisematters.blogs.xerox.com/2016/08/26/new-ebook-explains-business-value-of-mps-analytics/',"['Thanks to big data and the Internet of Things, we having more conversations about analytics, the tool that makes sense of the abundance of information.', 'When you take advantage of data from your documents and printer fleet, you can unlock hidden business intelligence that in turn unleashes more value and profitability for your organization.']"
b'https://smallbusinesssolutions.blogs.xerox.com/2014/05/29/the-hunting-vs-farming-approaches-to-selling/',"['They stalk their in hopes of a that they can return back to the tribe as food (or more to the point, revenue).', 'I like his analogies, and I think he states a strong case for the importance of content marketing as a critical sales tool.', 'But it a discipline that requires patience and a great deal of consistency, as noted by the article author.', 'Here another quote I found particularly pertinent: content marketers take the time to lay the groundwork for sustained success.']"
b'https://channelpartner.blogs.xerox.com/2016/07/25/8-questions-you-need-to-answer-when-selling-mps/',"['Businesses today rely on both hard copy and digital documents.', 'Be sure to share how well you can integrate digital and hard copy processes so that information flows smoothly, predictably and efficiently through your client organization.', 'According to the , 2015 (Summary Report), 82% of U.S. companies indicated that have had a paper-related data loss.', 'Being able to answer tough questions up front will help show that you can provide the best ROI down the road.', 'Our small business solutions blog article discusses these questions further be sure to share it with them.']"
b'https://channelpartner.blogs.xerox.com/2017/06/26/5-blogging-tactics-that-produce-the-best-results/',"['Several factors impede the content creation process not only for Xerox channel partners, but also for marketers and marketing departments, even in the largest organizations.']"
b'https://channelpartner.blogs.xerox.com/2014/09/15/5-ways-channel-partners-can-unlock-the-super-powers-in-xerox-mfps/',"['Build applications your customers will love Maybe your printers can leap tall buildings in a single bound, but did you know that some MFPs have super powers that you might not be aware of.', 'In this blog, we show you some e of how you can unlock these capabilities within (PAB) to create applications that your customers (and your bottom line) are sure to love.', 'Moreover, your ability to build upon your customers needs and turn that intimate knowledge into the perfect solution will set you far above the competition.', 'Your customers can eliminate e work and the possibility of errors by properly scanning records and immediately storing them into a searchable database.', 'We love the video and how you used Personalized Application Builder to solve a real life challenge for your customers.']"
b'https://digitalprinting.blogs.xerox.com/2016/07/19/how-to-learn-more-about-your-competitors/',"['One of the most important things they will have researched is their competition.', 'In , covered: This leaves one unanswered question: How do you research your competition?', 'However, many company websites leave a lot to be desired!', 'Don restrict your search to the company.']"
b'http://www.shell.com/media/news-and-media-releases/2015/shell-updates-on-planned-maintenance-at-pearl-gtl-qatar.html',"['Likewise, the words we, us and our are also used to refer to subsidiaries in general or to those who work for them.', 'There are a number of factors that could affect the future operations of Royal Dutch Shell and could cause those results to differ materially from those e in the forward-looking statements included in this announcement, including (without limitation): (a) price fluctuations in crude oil and natural gas; (b) changes in demand for Shells products; (c) currency fluctuations; (d) drilling and production results; (e) reserves estimates; (f) loss of market share and industry competition; (g) environmental and physical risks; (h) risks associated with the identification of suitable potential acquisition properties and targets, and successful negotiation and completion of such transactions; (i) the risk of doing business in developing countries and countries subject to international sanctions; (j) legislative, fiscal and regulatory developments including regulatory measures addressing climate change; (k) economic and financial market conditions in various countries and regions; (l) political risks, including the risks of e and renegotiation of the terms of contracts with governmental entities, delays or advancements in the approval of projects and delays in the reimbursement for shared costs; and (m) changes in trading conditions.', 'Additional risk factors that may affect future results are contained in Royal Dutch Shells 20-F for the year ended December 31, 2013 (available at ; and ;).', ';These risk factors also e qualify all forward looking statements contained in this announcement and should be considered by the reader.']"
b'http://www.uabiz.com/news/releasedetail.cfm?ReleaseID=343338',"[""Marketing e for the third quarter of 2008 was 10.7% of net revenues versus 11.5% in the prior year's period."", 'Net income for the first nine months of 2008 was $29.9 million compared with $35.7 million in the same period of 2007.', '""; totaled $163.6 million at September 30, 2008 compared with $151.8 million at September 30, 2007, an increase of 7.8% over the prior year and a decrease from the inventory balance reported at the end of the second quarter.', 'Cash, net of debt, was $2.6 million at September 30, 2008 compared with net debt of $0.1 million at September 30, 2007.', 'The Company had $15.0 million in borrowings outstanding under its $100 million revolving credit facility at September 30, 2008.;""Inventory control has been a major focus for the organization,"" stated Wayne Marino, Chief Operating Officer.', 'Our focus remains on building the infrastructure of the company to support the vision of the Brand.', 'Additionally, the Company is revising its 2008 income from operations outlook to $97.5 million to $104.5 million, an increase of 13% to 21% over 2007.', 'The Company had previously anticipated 2008 net revenues in the range of $765 million to $775 million and 2008 income from operations in the range of $104.5 million to $105.5 million.', ""The brand's moisture-wicking synthetic fabrications are engineered in many different designs and styles for wear in nearly every climate to provide a performance alternative to traditional natural fiber products."", ""The Company's products are sold worldwide and worn by athletes at all levels, from youth to professional, on playing fields around the globe.""]"
b'https://smallbusinesssolutions.blogs.xerox.com/2014/07/30/save-time-and-money-with-the-right-business-contact-management-app/',"['With that said, I encourage you to read the ZDNet article, and return here to share your own tips for reducing time and money spent on routine business networking activities.']"
b'https://digitalprinting.blogs.xerox.com/2014/02/20/the-value-of-print-a-letter-to-marketing-managers/',"['The worst case is your message ends up in the big round archive.', 'This is not unlike most of the unappealing junk emails you receive which are trashed or flagged as spam.', 'Ah, but with mobile devices, your message is instantly delivered to the pocket of your recipient, you argue?', 'Ask a paper mill for a free tour and they would be happy to oblige.', 'This is weird: print companies asking to send their brochure by mail?', 'It is the same like working at a butcher as a vegetarian.']"
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2232707&c=254471&p=irol-newsArticle',"['These units will ensure that the refinerys fuel products, which include gasoline, jet fuel and diesel, are capable of meeting e domestic fuel demand, as well as for e purposes.', ';ENOC is constantly focusing on e capacities in order to support domestic energy demand in alignment with Dubai Plan 2021 and in preparation for EXPO 2020.', 'A wholly owned company of the Government of Dubai, ENOC Group offers a diverse portfolio of assets operating across five business segments: Supply, Trading and Processing, Terminals, Marketing, Retail and E and Production.']"
b'https://smallbusinesssolutions.blogs.xerox.com/2017/06/05/what-i-learned-from-starbucks-and-how-you-can-benefit/',"['As I pondered this over a latt, the answer hit me like a jolt of caffeine, and with that the was born.', 'We can all afford 20 seconds, and if you even a bit like me little impatient at times really love the Genuine Xerox Scan app as well as one of my earlier inspirations: point-doubling promo codes.']"
b'https://digitalprinting.blogs.xerox.com/2015/05/27/leading-print-services-providers-are-tuning-in-to-mobile/',"[': We see continued proof that integrated campaigns with mobile and cross channel communication give our customers better ROI and response rates.', ': It closes the gap between online and offline, and makes print more relevant, and it happening right now.']"
b'https://channelpartner.blogs.xerox.com/2015/09/28/how-parmetech-uses-managed-print-services-as-a-strategic-advantage/',"['What can we pick up as a tactical or strategic advantage over our competition?', 'To boil it down, in a nutshell, the secret sauce for us was recognizing that we had to help customers optimize their environments.', 'How can we help you solve a problem?', 'If you want to go to retention of older document versus optimizing future workflows to a digital format we can take it both ways.']"
b'http://www.shell.com/media/news-and-media-releases/2013/shell-to-shut-in-auger-platform-to-complete-tie-in-at-cardamom-field.html',"[';""The Gulf of Me remains an important part of Shells portfolio and strategy, and it is e to generate substantial growth over the ne several years, said John Hollowell, E Vice President for Deep Water, Shell Upstream Americas.', 'Likewise, the words we, us and our are also used to refer to subsidiaries in general or to those who work for them.', 'Companies over which Shell has joint control are generally referred to joint ventures and companies over which Shell has significant influence but neither control nor joint control are referred to as associates.', 'There are a number of factors that could affect the future operations of Royal Dutch Shell and could cause those results to differ materially from those e in the forward-looking statements included in this announcement, including (without limitation): (a) price fluctuations in crude oil and natural gas; (b) changes in demand for Shells products; (c) currency fluctuations; (d) drilling and production results; (e) reserves estimates; (f) loss of market share and industry competition; (g) environmental and physical risks; (h) risks associated with the identification of suitable potential acquisition properties and targets, and successful negotiation and completion of such transactions; (i) the risk of doing business in developing countries and countries subject to international sanctions; (j) legislative, fiscal and regulatory developments including regulatory measures addressing climate change; (k) economic and financial market conditions in various countries and regions; (l) political risks, including the risks of e and renegotiation of the terms of contracts with governmental entities, delays or advancements in the approval of projects and delays in the reimbursement for shared costs; and (m) changes in trading conditions.', 'Additional risk factors that may affect future results are contained in Royal Dutch Shells 20-F for the year ended December 31, 2012 (available at ; and ;).']"
b'https://enterprisematters.blogs.xerox.com/2015/09/17/can-you-scan-your-way-to-digital-transformation/',"['Not by a long shot.', 'You can go wrong by looking at your processes.', 'He defines the five phases of capture, various risks and opportunities associated with each, and suggests questions to help you to decide when ne phase makes sense for your organization.', 'This phase introduces different capture devices at point of entry, like MFPs, tablets and smartphones.', 'Devices with capture capabilities let employees in branches and other locations capture and enter information into a system directly, rather than shipping it to a central location for processing.', 'According to a 2014 AIIM study, 45 percent of companies feel that mobile capture is important for improved process agility and customer service.', 'One constraint for Phase 4 is tying up knowledge workers to do the work of a centralized processing facility.', 'If your enterprise is serious about Digital Transformation, you got a lot of work to do, but half the battle is knowing where to start.']"
b'http://investors.clr.com/phoenix.zhtml?ID=2001684&c=197380&p=irol-newsArticle',"[';Logo - ; ;, Chairman and Chief E Officer, commented, ""This revised budget prudently aligns our capital e to lower commodity prices, targeting cash flow neutrality by mid-year 2015.', ';The Company plans to decrease its current average operated rig count from appro 50 to appro 34 by the end of first quarter 2015 and average appro 31 operated rigs for full-year 2015.', 'Completed well cost estimates are e to average at least 15% below 2014 averages as service costs adjust to lower commodity prices.', 'With a focus on the e and production of oil, ; has unlocked the technology and resources vital to American energy independence and is a strong free market advocate including lifting of the domestic crude oil e ban.', ""Should one or more of the risks or uncertainties described in this press release occur, or should underlying assumptions prove incorrect, the Company's actual results and plans could differ materially from those e in any forward-looking statements.""]"
b'https://channelpartner.blogs.xerox.com/2016/10/13/how-giving-to-charity-sells-more-printers-and-mfps/',"['I spoke to founder to learn more about , the innovative print and copy CSR initiative, that Stephen thinks can change the world, one printed page at a time.', 'Stephen has always been charitable, but when his mother was at the end of her journey with cancer and residing at a hospice run by , the charity which supports people living with a terminal illness and their families, his desire to give back amplified.', 'Customers are using the story in their own marketing through blogging and social media to brag about the charity they support.', 'The more machines charities have out there, the more recurring income they generate.']"
b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=930453',"['Likewise, CSP customers benefit from a solution that offers secure IT oversight, integrates with e systems, and supports ne-generation workspaces.', 'Participation in the program provides the sales, marketing and technology e to help make hosted service providers successful in delivering the hosted workspaces that end users demand.', 'Hundreds of thousands of subscribers in small and mid-sized businesses are delivering their mission critical apps every day through a scalable reference architecture developed specifically for MSPs.', 'Already an ideal solution for large enterprises and governments, these new features make our offering an effective choice for small environments as well.', 'In our business and for this type of service, customers e fle and want to start small and grow as they need.', 'Additionally, ShareFile\'s mobile device management (MDM) capability provides the secure mobile access our clients demand while ensuring the data loss prevention they need.""']"
b'https://enterprisematters.blogs.xerox.com/2016/06/13/must-see-webinar-why-cloud-services-matter-to-your-ecm-strategy/',"['ECM remains an evolving technology, and it to your advantage to stay current with the latest opportunities.']"
b'https://enterprisematters.blogs.xerox.com/2016/09/20/your-customers-say-the-digital-journey-starts-now/',"['If digital transformation is something you may get around to ne year or the year after that, you going to be too late.', 'Whether you work in financial services, retail, healthcare, manufacturing, government, education or some other field, your customers are growing more intolerant of manual, paper-based forms and processes that slow them and you down.', 'When companies lag behind the benchmark, it a big disappointment to the growing community of customers, employees and partners who live and work in a digital world.', 'That bank lost my business.', 'If you put off your digital journey, you put customer loyalty at risk.']"
b'https://www.blackstone.com/media/press-releases/new-skies-satellites-to-be-acquired-by-blackstone',"['""We are particularly pleased to be allying ourselves with Dan Goldberg and the rest of the New Skies team, who have an outstanding track record of success.""', 'Once the applicable regulatory approvals have been received and certain financing and other customary conditions have been satisfied, New Skies anticipates that the sale would be completed, and an initial distribution of appro 95% of the sale proceeds paid to shareholders.', ';New Skies Satellites (AEX, NYSE: NSK) is one of only four fi satellite communications companies with truly global satellite coverage, offering video, data, voice and Internet communications services to a range of telecommunications carriers, broadcasters, large corporations, Internet service providers and government entities around the world.', 'You will also be able to refuse the installation of certain cookies.']"
b'https://digitalprinting.blogs.xerox.com/2014/02/18/why-micro-sites-are-an-important-sales-tool-for-printing-companies-2/',"['Another advantage of this is that you now are able to segregate your prospects according to their interests.', 'there is no take-up on your idea, you have wasted very little.']"
b'https://digitalprinting.blogs.xerox.com/2017/08/07/three-things-you-need-to-know-about-augmented-reality-now/',"['BLUairspace is being rolled out in stages starting this summer and will serve the enterprise and industrial scale needs of creating AR and VR e. MJ and I spent a long time talking about the market changes related to AR and why a product like this is needed now.', 'He talking about major investments in AR as a problem solving tool and for delivering useful information.', 'Pok Go broke through the nerd wall and brought AR to the mainstream.']"
b'https://digitalprinting.blogs.xerox.com/2017/07/17/8769/',"['Most publishers have seen a steady decline in print volumes of their publications due to a shift towards delivery via various digital and online channels.', 'This in turn has led to declining revenue streams for publication printers.', 'While reading a PDF on a PC is viable; reading PDFs on tablets and smartphones often is cumbersome as the content is not formatted for the device.']"
b'https://atyourservice.blogs.xerox.com/2011/01/20/it%E2%80%99s-a-taxing-time-of-year%E2%80%A6make-sure-your-information-is-secure/',"['This means your document will not be sitting around for everyone to see, or potentially get stacked in with someone else print job and spirited away to the wrong location.']"
